skew_confidence,distance_closest_building,road_area,car_area,car_area_quantile,road_area_quantile,abs_slope_diff_huber,skew_confidence_quantile,distance_closest_building_quantile
23,9.385763465,201420.5,127298,D8,D5,0.2557611114504247,D5,D4
39,8.855854726,121769,155067.5,D9,D2,0.082117943,D7,D3
22,11.39369007930688,242609.5,14473.5,D2,D8,0.1682992354808731,D5,D8
7,13.274403447375642,316393.5,11348,D2,D10,0.3699749346095747,D2,D9
23,9.830931483013774,224477,75776,D6,D7,0.8579869147938302,D5,D5
20,8.813622058050376,177843,33044.5,D3,D4,0.5875653943084239,D5,D3
78,9.520893882236154,128229,153350,D9,D2,0.10050011053380792,D9,D5
96,11.46958120177911,236946.5,137441.5,D9,D7,1.2687058452383155,D10,D8
30,9.660171437925936,223462.5,6374,D2,D7,0.23137225694316266,D6,D5
76,4.054517088,103412,145757,D9,D2,0.8445392010038832,D9,D1
34,8.772615145929132,245658.5,66137,D5,D8,0.3999739999542057,D6,D3
62,6.7093568475898815,181609,119823,D8,D4,0.10351688091790234,D9,D1
30,12.381597443790488,317397.5,13051.5,D2,D10,0.5125312530871963,D6,D9
26,11.219980537334411,2949,23023,D3,D1,4.387181462226616,D5,D7
11,4.723194826453218,39016,100161,D7,D1,0.037098745,D3,D1
10,18.087191207708088,325917,18858,D3,D10,0.38202302200631166,D3,D10
23,7.693893385765815,250331.5,22317.5,D3,D8,0.8571096808457906,D5,D2
109,3.511324042858307,49027,0,D1,D1,0.27596704572410796,D10,D1
37,14.089227722459778,31360,290646,D10,D1,0.8109327252087987,D7,D10
23,10.736645343076969,296318,36273,D4,D10,0.24697258506776168,D5,D7
27,7.939523438904851,313295,73377,D6,D10,0.088762026,D6,D2
68,9.715491131552906,232314,62149,D5,D7,0.709642657,D9,D5
16,11.554146548156853,333828,38634,D4,D10,0.8082424731909037,D4,D8
100,11.414994557660542,250120.5,83974,D6,D8,0.32723868322831023,D10,D8
90,9.049993321860482,191460.5,151304,D9,D5,0.4225311521734879,D9,D4
44,10.036482727857702,252521,94249.5,D7,D8,0.098732035,D7,D6
3,19.62991579227029,292942,9064,D2,D10,0.4425914533583506,D1,D10
3,8.196053624,204000,151538,D9,D5,0.40001007049702997,D1,D2
75,10.325855172471178,218360,85231,D6,D6,0.34405473588597046,D9,D6
7,10.17387041439832,255928,106739,D7,D8,0.5346405104654557,D2,D6
46,8.115843152,203084,113525,D8,D5,0.2877936072449156,D8,D2
12,6.010088491147733,206971.5,99756,D7,D5,0.41777500426737424,D3,D1
19,8.845116334349354,196198,68969.5,D5,D5,0.8158930692088967,D4,D3
27,9.839128320088667,138955,32974.5,D3,D2,0.9596079434125138,D6,D5
16,11.296652307382564,168542,149994,D9,D3,0.3462854265389391,D4,D7
66,8.131239765097906,127446,159548.5,D9,D2,0.15665523047852178,D9,D2
29,11.547714515779909,142813,0,D1,D2,0.22400136784444757,D6,D8
16,4.217201819143386,159132,1067,D1,D3,0.40282761819009716,D4,D1
60,7.743235803291528,261474,0,D1,D9,1.1453149707822825,D8,D2
71,8.309570577,204902.5,132179,D8,D5,0.5478944751651813,D9,D3
67,10.49525778353794,83406.5,213174.5,D10,D1,1.383145128546037,D9,D6
22,6.783845048100814,0,77413,D6,D1,0.530672417,D5,D1
18,10.507465770435417,186564,126806.5,D8,D4,1.0308834390378034,D4,D6
37,8.686287760462802,217133.5,100362.5,D7,D6,0.17676396204899708,D7,D3
9,8.456212241453521,182406,58939.5,D5,D4,0.053726869,D3,D3
47,11.64253518612565,240541.5,26139.5,D3,D7,0.02224414,D8,D8
9,9.431373228,172470.5,180022,D10,D4,1.199514294949529,D3,D4
11,8.548313117634835,404784,10646,D2,D10,0.014088766475508899,D3,D3
6,8.956642924881994,234411,42468,D4,D7,0.13113133384054865,D2,D3
100,12.560456352748906,191485,118813.5,D8,D5,0.9356502341453434,D10,D9
36,8.887129681,188474,2847,D2,D4,0.3425924077633474,D7,D3
34,23.70384802235048,4035,1959,D2,D1,0.054004080047075805,D6,D10
144,3.452568336664024,94852,159785,D9,D1,0.5663351615092498,D10,D1
53,9.019099336151712,45365,176246,D10,D1,3.5019038118948833,D8,D4
19,10.70966340525414,295015,73693.5,D6,D10,0.9900499569046728,D4,D7
125,11.833462199895704,180864,41644.5,D4,D4,0.19209706472548288,D10,D8
33,12.72675635466008,154395.5,60887.5,D5,D3,1.1506067450324573,D6,D9
24,11.889102015582486,186317,161470,D9,D4,1.9572652758822056,D5,D8
2,12.359630495944856,324002,36369,D4,D10,1.4511716101920242,D1,D9
12,3.676513529874246,149684.5,123159.5,D8,D3,0.030144232,D3,D1
39,8.676889202809791,211951,92071,D6,D6,0.1730876275916421,D7,D3
22,12.786203038428797,56825,245701,D10,D1,1.5752160159440107,D5,D9
46,12.46524248774131,283683,72211.5,D5,D9,0.1997852022472189,D8,D9
1,24.154930177208485,301199.5,23662,D3,D10,1.6042118003720125,D1,D10
4,22.88050895841219,170136,25498.5,D3,D4,1.0132620160387409,D1,D10
4,27.61093165450352,170676,9801,D2,D4,0.998411638,D1,D10
103,9.774478501090954,274443.5,45490,D4,D9,1.0117225066944502,D10,D5
38,11.972756075947563,257807,48618,D4,D8,1.3446494835097802,D7,D8
11,11.54258348078196,260823.5,21081,D3,D9,1.210957830147553,D3,D8
7,26.141220274736988,110989,4627.5,D2,D2,0.6988381741153554,D2,D10
10,10.048679941064936,271400.5,8812.5,D2,D9,0.5703679199864106,D3,D6
5,10.502554439688623,216043.5,82886,D6,D6,0.16992389355654258,D2,D6
39,9.933338232181208,252463,1688,D2,D8,0.1497103149582426,D7,D5
51,11.920508254327164,271761,1216,D2,D9,0.1817984766910138,D8,D8
40,12.483809536972885,300676.5,10230,D2,D10,1.4574497747889552,D7,D9
43,8.569247251297782,170772,109869.5,D7,D4,0.23211085059222136,D7,D3
25,12.40555262224536,280860.5,36285.5,D4,D9,0.44397407201657435,D5,D9
2,12.084186640175735,230038,157178.5,D9,D7,1.1794060987544892,D1,D9
18,9.708041875746684,206396.5,125489.5,D8,D5,0.1326538510890065,D4,D5
26,11.749262228355304,243395.5,41122.5,D4,D8,0.5773818675269999,D5,D8
5,9.801055158565918,175002,4212,D2,D4,1.4421871899937133,D2,D5
32,11.968707571369787,257404,77416.5,D6,D8,0.24121204784468459,D6,D8
7,15.34485296525602,263995,81732,D6,D9,0.2545234797940903,D2,D10
16,9.619405884493816,261360,70942.5,D5,D9,0.5431520787862238,D4,D5
6,23.99595414220058,335598,0,D1,D10,1.4060342605356073,D2,D10
3,14.859227668586778,182460,191554,D10,D4,0.911885783,D1,D10
9,14.01004227152638,267324,5660,D2,D9,0.7354564712639419,D3,D10
42,4.6563533020664085,136142,197396,D10,D2,0.9211575572782578,D7,D1
1,9.868049923718814,195679,2946,D2,D5,1.1149663565057988,D1,D5
30,6.940944806558619,140729,2644,D2,D2,1.714386827568272,D6,D1
6,12.251101301666685,210883,180291,D10,D6,0.5156503387296684,D2,D9
25,12.11160166027875,287716,40208.5,D4,D10,0.1146624901352081,D5,D9
77,9.388298803666023,237451.5,29093.5,D3,D7,0.097728739,D9,D4
25,9.434016291282951,229994,0,D1,D7,0.4452325115666696,D5,D4
10,8.912242307904819,242173.5,108529,D7,D8,1.8081547024265836,D3,D3
199,11.804016469528946,106959,255869,D10,D2,0.42029909125446596,D10,D8
108,11.707948932745142,312978,20684,D3,D10,0.2737779721375636,D10,D8
97,10.68526925,175066,15496.5,D2,D4,0.3842384995920015,D10,D7
9,12.49099237331266,232384,99507.5,D7,D7,1.6251649312874623,D3,D9
7,26.76431849785535,380688,0,D1,D10,2.0259785766499405,D2,D10
21,25.69321138246828,368273,30312,D3,D10,0.5592986159605897,D5,D10
76,12.32275247,290648.5,93174.5,D7,D10,0.091826628,D9,D9
45,9.748732942,226981,98140.5,D7,D7,0.5155796008732227,D8,D5
2,12.05311984957283,287050.5,81537,D6,D10,0.4019739153509285,D1,D9
85,7.923972049783439,179578,161072.5,D9,D4,0.001297378,D9,D2
41,11.226556154098413,195246,118724.5,D8,D5,0.657698047,D7,D7
26,10.23114258597591,202144,0,D1,D5,0.8210997657772462,D5,D6
36,8.945049897,246882.5,64421.5,D5,D8,0.955256531,D7,D3
84,5.148203118301458,193974,17717,D3,D5,0.3823324558839803,D9,D1
39,8.555829628914404,330173,7431,D2,D10,1.5801067146064574,D7,D3
12,15.493557798004847,126381,81839,D6,D2,0.5899182496936982,D3,D10
9,9.169211703566504,111116.5,175735,D10,D2,0.6934552891686898,D3,D4
37,9.594023487,232984.5,37446.5,D4,D7,0.7362138771543826,D7,D5
40,10.341034013731653,236860.5,68494,D5,D7,0.23845338455107598,D7,D6
9,7.956003884324481,269409.5,33439.5,D3,D9,2.606059668719417,D3,D2
48,29.49052418,303903,6139,D2,D10,0.3523225838724571,D8,D10
54,8.392871764758958,215737.5,55116.5,D5,D6,0.060584195,D8,D3
9,10.506207479210874,208517.5,126876.5,D8,D6,1.731901692586128,D3,D6
36,10.523879296411016,205973.5,108528.5,D7,D5,0.1513827949380816,D7,D6
27,10.402898995999056,164569,0,D1,D3,0.33127612649274385,D6,D6
11,8.399217723,260011.5,11423,D2,D9,0.15560546444236217,D3,D3
79,11.43901593474175,296619.5,71992,D5,D10,0.008433513,D9,D8
45,4.876026956397522,103207,162187,D9,D1,0.045271153,D8,D1
42,8.990710140573745,182767.5,61233.5,D5,D4,1.0444942611350667,D7,D4
19,11.095668353246063,289110,53156.5,D5,D10,0.15720923136249465,D4,D7
30,10.057500626943952,334977,27581,D3,D10,1.3333066195456378,D6,D6
10,13.539268576122732,226968,89153.5,D6,D7,0.3878000643347541,D3,D10
32,5.021472671182601,145555,0,D1,D3,0.056411763,D6,D1
2,13.293092275796276,188067.5,178028.5,D10,D4,0.26943992039078235,D1,D9
82,9.241340440492827,164737,51093,D4,D3,0.060696909711496105,D9,D4
19,10.343972154967773,263665,39825.5,D4,D9,0.20642371138742366,D4,D6
48,14.861528154107564,200043,7418.5,D2,D5,3.449627135106586,D8,D10
40,8.680013769623383,186420,8566,D2,D4,1.0645895327690316,D7,D3
21,12.204467523700316,158789,105635,D7,D3,0.057957058,D5,D9
11,13.444224163460335,222491.5,122610.5,D8,D6,0.41494035934299933,D3,D10
2,13.165589430795208,239114,80114,D6,D7,3.0935739182277646,D1,D9
93,4.844260832452867,103928.5,46547,D4,D2,2.268556996611072,D10,D1
34,25.924181889709896,0,160679,D9,D1,0.002399154,D6,D10
4,15.556750677500748,164730,0,D1,D3,0.41706910654621643,D1,D10
31,4.959269521546459,96255,141236,D9,D1,0.9741788537740468,D6,D1
41,8.697575990784603,129727.5,139117,D9,D2,1.7638411749277858,D7,D3
39,13.360284797045953,230405,96517,D7,D7,0.1140519142679634,D7,D10
45,6.581082049941037,181774.5,65158,D5,D4,0.6911270250248307,D8,D1
28,11.666705158908636,282553,77050,D6,D9,0.10272441152043382,D6,D8
13,12.269580823445631,142908,125527.5,D8,D2,0.29443972737873936,D3,D9
33,7.347366987742981,249474,87980,D6,D8,0.23651019869434692,D6,D2
45,7.892783803,208639,112070.5,D8,D6,3.515094240783188,D8,D2
3,10.501016953707502,208685,121644,D8,D6,1.2841068967226292,D1,D6
1,14.228940494678628,197635,4273,D2,D5,0.8823081788015734,D1,D10
2,13.316335289473658,270083,1462,D2,D9,2.3977449526565198,D1,D10
6,16.726613440420152,305028.5,23397,D3,D10,0.8848577946453868,D2,D10
22,12.225719415534195,243044.5,59571.5,D5,D8,0.5036542136575417,D5,D9
37,11.268286018072354,295727,38794.5,D4,D10,0.17334074123976373,D7,D7
87,5.497343718572065,105359,115256.5,D8,D2,0.8869408956587648,D9,D1
42,14.781380381001922,294059.5,32796,D3,D10,0.6555558323107527,D7,D10
59,8.291072162597967,258528,26311.5,D3,D8,0.34205699906762355,D8,D3
57,5.814681683032985,115966,171132,D10,D2,0.30961116496399566,D8,D1
86,4.560640692504538,197660,418,D1,D5,0.13764783203440778,D9,D1
76,9.189066828228851,167382.5,94426.5,D7,D3,0.10412284410865869,D9,D4
15,5.488994752066681,15649.5,4726,D2,D1,0.2802752725866837,D4,D1
66,11.835266738041067,93226.5,17208,D3,D1,0.6944209587661642,D9,D8
1,22.95879025591852,225023,12788,D2,D7,1.0489999911489147,D1,D10
31,8.74541319,239299.5,119882,D8,D7,1.6093113292731824,D6,D3
13,11.810704094887992,224751.5,56297.5,D5,D7,0.4623495425459041,D3,D8
18,26.26423986752662,362928,55940,D5,D10,0.6356793660500839,D4,D10
45,9.430619621,251393.5,30514,D3,D8,1.1095831449472642,D8,D4
130,13.962566487045322,263117,80416,D6,D9,1.0334050495197264,D10,D10
40,9.374785339,212197,116085.5,D8,D6,0.7225825561432803,D7,D4
115,5.058988540690208,79844,221463,D10,D1,0.37405502472138125,D10,D1
1,14.052326177455548,192002,0,D1,D5,1.5602966180975841,D1,D10
17,7.990807430276483,192605,108406,D7,D5,0.1354076771266921,D4,D2
180,11.09098785409542,228208.5,25684.5,D3,D7,0.4581817917265789,D10,D7
31,10.070028135204428,282710.5,40016,D4,D9,1.2957485316523785,D6,D6
8,9.166802915476524,327733.5,45955.5,D4,D10,1.9557740870823754,D2,D4
200,8.218915979853909,142979,17065,D3,D2,0.8369458574932951,D10,D2
8,26.68017191395676,254987,1641,D2,D8,5.381701333447871,D2,D10
4,24.601583178910904,22537,13357,D2,D1,1.0672546872431805,D1,D10
49,12.793780352555927,223593.5,0,D1,D7,0.29174797186059076,D8,D9
81,6.200576386,227580,1482,D2,D7,0.8225810499296589,D9,D1
85,13.24804368,177179,73989.5,D6,D4,2.028427724088023,D9,D9
14,12.01909071733839,335190.5,2502,D2,D10,0.30938942082636767,D4,D8
4,14.244345395641696,180135,154085,D9,D4,0.5712471781629072,D1,D10
65,13.732593841496865,89967,70336,D5,D1,0.18434953401705512,D9,D10
6,11.621078308926633,290328,37834.5,D4,D10,0.17374849449233665,D2,D8
23,6.159421271690125,122796,165.5,D1,D2,0.7572337705945216,D5,D1
44,11.609508307386829,25035,252899,D10,D1,0.6307246587300201,D7,D8
11,27.09627691782332,37857,328802,D10,D1,0.5587666179765108,D3,D10
11,7.453854127738235,163264.5,53279.5,D5,D3,1.5214375538877962,D3,D2
57,15.076138499571892,128159,95162,D7,D2,0.21717770030578604,D8,D10
24,12.162303635748328,268730.5,11461.5,D2,D9,0.3513829501523583,D5,D9
17,11.385938418007523,311908,0,D1,D10,0.016082739,D4,D8
13,5.74220235,122113,137195.5,D9,D2,0.25209019401996713,D3,D1
8,17.028610619721857,248259.5,46747,D4,D8,0.7000724642978712,D2,D10
22,12.159678749508409,163717,152063,D9,D3,0.11721592395591651,D5,D9
46,7.528124244356658,196849,77424,D6,D5,0.2188356028178029,D8,D2
10,7.400802193,251095,30528,D3,D8,1.138133273368274,D3,D2
89,9.705054523471556,178097.5,133569,D9,D4,0.24828852368305288,D9,D5
38,11.571708761361531,180534.5,113732.5,D8,D4,0.4884047486238896,D7,D8
30,12.162925631647472,207752,111015.5,D8,D6,0.048002493,D6,D9
45,8.697945260653437,128268.5,159511.5,D9,D2,0.061756406,D8,D3
21,11.485895740764237,240240,73275,D6,D7,0.046756676,D5,D8
17,8.952535635733152,177661.5,68624.5,D5,D4,1.1249501709077863,D4,D3
50,8.179268392480562,241847.5,79686.5,D6,D8,0.003839815,D8,D2
5,17.55357671173961,98028,150111,D9,D1,0.893324132,D2,D10
49,12.688276534031472,265662.5,5474.5,D2,D9,0.44928897541877255,D8,D9
60,7.753650904154652,149909,12579,D2,D3,0.5574659050125583,D8,D2
10,12.453004506024332,293267,42375,D4,D10,1.2505102149472689,D3,D9
92,13.21035867878572,222771,42657,D4,D6,0.37215564682196517,D10,D9
55,9.102680967,226176,1114,D2,D7,0.8950881698388657,D8,D4
55,10.20478566895487,255951,59589.5,D5,D8,1.3541610188680553,D8,D6
22,9.631293686728092,205215,55196,D5,D5,1.3786727256991893,D5,D5
68,9.755026299589025,304103,100901,D7,D10,0.46416683167391987,D9,D5
23,11.235688857000673,261164.5,0,D1,D9,0.4647084657391001,D5,D7
109,7.656233883537931,270667.5,24623,D3,D9,0.21611016919273007,D10,D2
55,10.610385188367262,268455.5,4077,D2,D9,0.8562523838092154,D8,D6
19,12.33463983447324,243964.5,134187.5,D9,D8,2.111797909086223,D4,D9
3,28.97905261208904,240155,21677.5,D3,D7,0.2793757008053438,D1,D10
1,23.45520109492453,110658,3598,D2,D2,2.645449643807532,D1,D10
26,9.295883379654464,317108,0,D1,D10,0.071357287,D5,D4
3,11.210433166189834,227133,81079.5,D6,D7,0.8477153697551263,D1,D7
3,15.790451799200168,202083,20325,D3,D5,2.254661282469081,D1,D10
8,11.304513175421542,209934.5,112250,D8,D6,1.043089246078222,D2,D7
39,9.267198544,148479.5,181291.5,D10,D3,1.5198775438112357,D7,D4
16,10.184942526545484,0,43273,D4,D1,1.032563579116176,D4,D6
2,12.925901358090409,290348,63457,D5,D10,0.7669401270735414,D1,D9
1,10.35810449092079,120310,93689,D7,D2,0.3462235200191601,D1,D6
11,10.629935251180967,16139,8444,D2,D1,1.429708392578943,D3,D7
82,3.4006634014612764,43070,109019,D7,D1,1.2957520410831562,D9,D1
53,9.458459632769744,204262.5,50333,D4,D5,0.7841448458462933,D8,D4
40,9.877280529486912,305982.5,25610.5,D3,D10,0.6947750523794216,D7,D5
52,12.241161103342018,228998,65533.5,D5,D7,0.042625807,D8,D9
73,8.746994275328081,181647,152743.5,D9,D4,1.3793154789579691,D9,D3
2,11.414829960602775,82873.5,170333,D10,D1,0.6644635279603661,D1,D8
34,21.74492795495733,210333,122679,D8,D6,0.9131382863679862,D6,D10
33,13.262851327117314,256529.5,3640,D2,D8,1.0282546675916744,D6,D9
7,9.083888675776958,111935,148229.5,D9,D2,0.23057886592356258,D2,D4
12,12.04313922269389,223179.5,86186,D6,D7,0.36845886842270814,D3,D9
9,10.650813724211377,221994,80258.5,D6,D6,0.5001238494884284,D3,D7
109,12.152959506517632,233815.5,147315,D9,D7,0.7770860987818186,D10,D9
369,8.601812620721418,236629.5,88245.5,D6,D7,0.6547650891001131,D10,D3
30,10.450959684377883,273381,908.5,D1,D9,0.015014799643373704,D6,D6
23,9.605886017,288855.5,40778,D4,D10,0.18869900262328732,D5,D5
22,10.464156321087836,280442.5,2436.5,D2,D9,1.662571297538566,D5,D6
3,10.86994412597713,205774.5,139512,D9,D5,0.672248756,D1,D7
6,13.60526999711083,257999,30717,D3,D8,1.6041100216925348,D2,D10
32,6.868377132360969,199670,39608.5,D4,D5,0.21125466296887407,D6,D1
77,12.54806641140354,337273.5,2046,D2,D10,1.1862221768839272,D9,D9
127,11.555814181239764,245736,23499,D3,D8,1.1952072415529718,D10,D8
146,8.847429112286697,182221,209242.5,D10,D4,0.5142728033724292,D10,D3
72,11.659586975580206,292650.5,69876.5,D5,D10,0.8998794569322255,D9,D8
8,10.048689562842355,125805,162786.5,D9,D2,2.1592912352572915,D2,D6
16,8.877378656599232,206131.5,48156,D4,D5,0.33800530955191005,D4,D3
166,11.69161818204666,77284,2631,D2,D1,0.8819059552304991,D10,D8
97,5.454665547076045,81937,193387,D10,D1,0.5301599497920866,D10,D1
42,12.696877159870857,287550,22997.5,D3,D10,0.085503964,D7,D9
10,8.945927065048147,154503.5,163646.5,D10,D3,1.1337671008062369,D3,D3
34,6.724077699463998,149635.5,165673,D10,D3,0.9526859089114887,D6,D1
5,9.068846712509464,224374.5,62679,D5,D7,0.14188201155673358,D2,D4
24,13.934833998436416,207123,112111,D8,D5,0.007249672,D5,D10
14,11.846748463544102,127510.5,100818.5,D7,D2,1.0084790535484403,D4,D8
22,10.622906911048418,224777.5,129494.5,D8,D7,1.7267902276676999,D5,D7
8,12.761200800108432,224832.5,139400.5,D9,D7,1.0014221186421934,D2,D9
25,16.063110840566374,333072,31860,D3,D10,0.6495598302648469,D5,D10
7,4.278245894548252,141869,0,D1,D2,2.1610570823318853,D2,D1
64,12.985204730292985,146686,70385,D5,D3,0.828226968,D9,D9
10,10.235272863790165,82932,111730,D8,D1,1.9000587955624775,D3,D6
10,9.822382788966149,291266,1440,D2,D10,0.6556303746371647,D3,D5
22,13.013120711425245,311083.5,45596.5,D4,D10,0.3814651471121462,D5,D9
31,12.288365058397275,188510,116884,D8,D4,0.098630127,D6,D9
2,12.576780333151907,220352,186179,D10,D6,3.8938496899970727,D1,D9
11,9.985135952,263774.5,29645.5,D3,D9,0.9478470966766361,D3,D5
19,10.463172464473612,149860,71079.5,D5,D3,0.18299322631205417,D4,D6
31,12.642630795270115,235734.5,2.5,D1,D7,0.14231539923813175,D6,D9
37,8.752775617,249936,54645.5,D5,D8,1.4154663293035001,D7,D3
93,7.244968282912416,222102,36137.5,D4,D6,0.17028652262311383,D10,D2
8,19.31754516,211674,137367,D9,D6,0.5810585242269259,D2,D10
26,11.85944303272153,167535,144601,D9,D3,0.4490174180174207,D5,D8
68,9.74129863,174724,11881,D2,D4,0.5283618048776765,D9,D5
8,8.821684168342523,251775,10605,D2,D8,0.2415329150823915,D2,D3
92,9.747314578516152,267956,124348,D8,D9,0.6380843355231726,D10,D5
71,11.13717119268855,328624,11368.5,D2,D10,1.8471488136402154,D9,D7
19,12.016500090588384,296810,110725,D8,D10,0.37772714887266934,D4,D8
19,6.074431021580009,14055,129798,D8,D1,1.8105426819462458,D4,D1
1,17.526046559318498,221093,0,D1,D6,0.1962053478173953,D1,D10
12,7.919604894275918,222342.5,99530,D7,D6,1.102411656326148,D3,D2
178,9.122724101610627,251282,17126,D3,D8,0.17401652666709938,D10,D4
69,12.259455389472633,191282.5,1439,D2,D5,1.0648392009307068,D9,D9
23,11.51584902417009,250261.5,25141.5,D3,D8,0.01225492,D5,D8
42,8.488614525170728,221263.5,10697.5,D2,D6,0.065271639,D7,D3
180,8.339079579392607,203313,139878.5,D9,D5,0.839196671,D10,D3
117,14.13324134918652,41126,0,D1,D1,0.6468479844897036,D10,D10
14,12.81220092986491,236987.5,15250,D2,D7,1.5867570339787476,D4,D9
62,19.04817395951505,151435,46600,D4,D3,0.019970554425304904,D9,D10
25,11.795114128593346,371427,2560.5,D2,D10,1.719884754790535,D5,D8
73,8.555772428,142279,0,D1,D2,1.614685828,D9,D3
12,10.710406427040818,399912,11201,D2,D10,0.9057990894395123,D3,D7
33,9.063117045383011,311728.5,14672.5,D2,D10,0.3710206505856667,D6,D4
21,10.39563449468046,256485.5,43837.5,D4,D8,0.7650914264773061,D5,D6
1,26.499419755211065,221563,2613,D2,D6,1.7719079575194023,D1,D10
29,11.789535298056634,266830,43510.5,D4,D9,0.07170439,D6,D8
6,9.474371044,99849,117465.5,D8,D1,0.2060257754027941,D2,D5
5,9.652139468720812,239675.5,62616.5,D5,D7,1.0384640027693948,D2,D5
71,11.549001093135152,234875,81924,D6,D7,0.25870524820999286,D9,D8
35,9.032840223,187894.5,126649.5,D8,D4,1.0011460494368045,D7,D4
46,9.234586082,196526.5,191034.5,D10,D5,0.43578944952947785,D8,D4
107,8.263261727265197,272403.5,767,D1,D9,0.3900019604516385,D10,D2
18,8.776433708662472,154567,35348.5,D4,D3,0.001932731,D4,D3
3,18.51328061752571,190103.5,863.5,D1,D5,0.6817059412352513,D1,D10
12,10.716594068032652,217314.5,112790.5,D8,D6,0.010708951633385796,D3,D7
57,5.727834955846935,155087.5,106898,D7,D3,0.076341882,D8,D1
30,9.511160024,212120.5,85082.5,D6,D6,0.10672657607291969,D6,D5
36,13.079889984948018,205828.5,66822,D5,D5,0.097765778,D7,D9
121,7.337071828357202,61770.5,65137,D5,D1,0.20955798249253332,D10,D2
31,9.659947663292453,232300.5,51487,D4,D7,0.6651736631258505,D6,D5
30,15.306372208473228,320280,31772.5,D3,D10,0.31046880490916295,D6,D10
11,15.10359054648973,191690,117000,D8,D5,0.051198257,D3,D10
29,12.865305719342086,360221,14405.5,D2,D10,0.47749283779963214,D6,D9
77,12.466642039063728,292077,15193.5,D2,D10,1.4416143836526816,D9,D9
21,7.662105614196774,93165,83772.5,D6,D1,0.10110346980401252,D5,D2
54,10.933649306203472,261903,43588,D4,D9,2.338546631753243,D8,D7
74,9.452691796577229,251741.5,24072,D3,D8,1.2144096664557593,D9,D4
61,8.541046777815351,138572,170223,D10,D2,0.4948972518017703,D8,D3
13,8.858265027356767,164708,98154,D7,D3,7.007689846425334,D3,D3
24,6.900644696815382,154711.5,158756.5,D9,D3,0.8762241404655311,D5,D1
67,7.882425881986093,199678,71438.5,D5,D5,0.3934780198316602,D9,D2
122,10.210426813375117,263111.5,15547,D2,D9,0.11115802371132019,D10,D6
11,10.900050849696628,225916,117142.5,D8,D7,0.5796916601707576,D3,D7
71,18.573904611738367,50813,12677,D2,D1,2.3836072665038976,D9,D10
7,11.079070853764769,231703.5,98996.5,D7,D7,0.170567672,D2,D7
65,5.597488104426646,186276,0,D1,D4,0.071159375,D9,D1
19,16.999765629789803,212041.5,12430.5,D2,D6,1.136250340070252,D4,D10
3,29.17973931127916,123039,0,D1,D2,0.3552228849279766,D1,D10
19,9.876299884651049,167990,23956.5,D3,D3,0.020690037,D4,D5
39,12.481602636483649,50208,223780,D10,D1,0.027564967228560833,D7,D9
73,9.363104427786483,156811.5,182008.5,D10,D3,0.130978467,D9,D4
57,10.265591155940664,118428,39989,D4,D2,0.2482722496623475,D8,D6
9,23.046408898968245,352103,31578,D3,D10,1.783755757364393,D3,D10
38,10.549874283047336,175695,72027,D5,D4,0.29490976276464387,D7,D6
55,8.517555241507868,183018,193886,D10,D4,1.1877319172648524,D8,D3
94,9.750860506908118,242425.5,1450.5,D2,D8,1.3005402604252705,D10,D5
65,8.622150557443195,240118,54344,D5,D7,0.11298558423472294,D9,D3
46,9.788862579,272358,0,D1,D9,0.086808094,D8,D5
38,7.672597613492967,188775.5,129461.5,D8,D4,0.063874021,D7,D2
30,11.362237102948844,221883,84845.5,D6,D6,0.22742730538667155,D6,D8
33,9.757639549,231234.5,84519,D6,D7,0.6928480059006712,D6,D5
19,11.604100381061356,336655,39083,D4,D10,0.5746018855853228,D4,D8
111,8.542574785,246324.5,34359,D4,D8,0.158929407,D10,D3
37,12.12826354404107,215665,88024,D6,D6,0.35713859019479993,D7,D9
54,10.129527932042468,151414.5,197612.5,D10,D3,3.610401033955361,D8,D6
42,10.621956418171491,184390.5,113052.5,D8,D4,0.3711707891759527,D7,D6
78,9.237271399,192463.5,185822,D10,D5,1.1141888937952595,D9,D4
119,10.021463088317814,188000,61075,D5,D4,0.064410137,D10,D6
37,9.549943697243831,192490.5,168383,D10,D5,1.5168993285964736,D7,D5
99,4.489873275940913,216669,18487,D3,D6,0.5943641592899344,D10,D1
109,8.165555809,206781,48754,D4,D5,0.10744605689140696,D10,D2
3,11.930049622388545,221053.5,121409,D8,D6,0.096939951,D1,D8
1,27.76879838335352,374437,15373,D2,D10,1.3998404745235198,D1,D10
25,8.687065878,147233.5,123595,D8,D3,0.3795436124778495,D5,D3
27,9.416692226611962,225556,105989,D7,D7,0.5997683747569285,D6,D4
64,11.93794543253328,331750,33868,D3,D10,0.054546412,D9,D8
24,8.854417922352162,258340,33047,D3,D8,1.6905130349610904,D5,D3
18,8.600563279309467,374035,0,D1,D10,1.773934237429698,D4,D3
14,5.900997402426773,200406,65811.5,D5,D5,0.2698436705275061,D4,D1
53,8.745312832933022,244789.5,82783,D6,D8,0.5942325409293062,D8,D3
4,12.261486290587891,154742,3338,D2,D3,0.12253491804220784,D1,D9
23,11.504165066419253,229450.5,49945.5,D4,D7,0.23166110075572643,D5,D8
18,3.0362176702007133,84558,261538,D10,D1,0.44205290377368267,D4,D1
15,13.34870136080091,294107,46548.5,D4,D10,0.15649616424563328,D4,D10
120,11.222661712779038,368357,0,D1,D10,0.027924758,D10,D7
