skew_confidence,distance_closest_building,road_area,car_area,car_area_quantile,road_area_quantile,abs_slope_diff_huber,skew_confidence_quantile,distance_closest_building_quantile
104,11.899943224693583,208957,95861.5,D7,D6,0.7135653396258377,D10,D8
31,11.156098774892373,205193.5,37597.5,D4,D5,0.29965627629085034,D6,D7
51,10.930896358931632,143465,132848.5,D9,D2,1.0781903054020097,D8,D7
52,9.622031796,214515,155464.5,D9,D6,0.7831787915307622,D8,D5
78,8.364341235380259,229466.5,95067.5,D7,D7,1.3009249867681536,D9,D3
33,9.364282457945606,200740,128591,D8,D5,0.5291660960834887,D6,D4
17,13.491436355928888,164071.5,30691.5,D3,D3,0.29033192167325517,D4,D10
46,11.68837817379717,172294,65969.5,D5,D4,0.18870188193478477,D8,D8
17,9.228811268,97701.5,237845.5,D10,D1,1.132081409171927,D4,D4
14,8.816049310305045,170802,165346,D10,D4,0.5759459993953921,D4,D3
1,10.977379957413572,154773.5,12784,D2,D3,0.28329238072139695,D1,D7
76,11.419253756225835,247952.5,91529,D6,D8,0.9199123916515624,D9,D8
8,11.731270166433257,209485,116523,D8,D6,2.4693129033518417,D2,D8
62,8.149384588802633,164141.5,90087,D6,D3,2.070306829719404,D9,D2
75,8.907390809336679,210935,43456,D4,D6,0.6830615613395157,D9,D3
11,9.086146782941007,227831,52312.5,D4,D7,0.028719733776074285,D3,D4
58,8.840343201453749,251009.5,73451.5,D6,D8,0.7257358634910478,D8,D3
33,7.982297306086206,172336,95480,D7,D4,0.146639241,D6,D2
13,11.20479338037819,249156.5,0,D1,D8,0.5427188737626807,D3,D7
50,9.662086326,169200.5,158614,D9,D3,0.3427662587967495,D8,D5
71,12.284526829713954,179244.5,0,D1,D4,0.034555391,D9,D9
70,9.170005266833629,259255,22124,D3,D9,0.4285919244928431,D9,D4
21,10.26292774,168978.5,123707.5,D8,D3,2.606147989111381,D5,D6
7,12.629213453634932,199761.5,131416,D8,D5,0.7236652727476258,D2,D9
38,11.587628873909638,150537,180828,D10,D3,2.2918554919233207,D7,D8
104,9.462069243,172332.5,183339,D10,D4,0.1601485223782264,D10,D4
32,8.491120241478301,0,0,D1,D1,0.14118862598853799,D6,D3
5,16.00551330016302,235751.5,53862,D5,D7,2.3968750355582102,D2,D10
19,10.200454708680637,133904,156464,D9,D2,0.4544618647793168,D4,D6
20,10.717865462666015,322490,59454,D5,D10,2.035538046092184,D5,D7
36,8.877727946321135,193331,84180,D6,D5,0.7310781302436977,D7,D3
12,7.610817333108064,115895.5,0,D1,D2,3.4313020822744105,D3,D2
147,10.246138122967754,246919.5,17218.5,D3,D8,2.0731264321166667,D10,D6
11,11.833307644971097,148900,26481,D3,D3,0.5092369156802139,D3,D8
74,15.334768753811462,67625,0,D1,D1,2.1975184356854385,D9,D10
22,7.238356301046246,209257.5,63588.5,D5,D6,1.0701870919198706,D5,D2
10,11.695543839436548,309702,54045.5,D5,D10,0.014503081,D3,D8
53,8.530472965455981,107875,170631.5,D10,D2,0.1285779826732023,D8,D3
18,11.930478289903853,231013.5,104133.5,D7,D7,1.3542823851381893,D4,D8
12,12.270170636768745,285032,60284.5,D5,D9,0.48652820074415093,D3,D9
127,13.801882711677765,244055.5,11438,D2,D8,0.33962364182203686,D10,D10
12,13.097849112315563,225687,41731.5,D4,D7,0.23878466209504623,D3,D9
14,8.750106745870282,207549,102970,D7,D6,2.0065511055615524,D4,D3
15,12.397775212652409,281117.5,88638,D6,D9,0.36649404153118237,D4,D9
4,9.747661933397683,280322,24030,D3,D9,0.6883500718832636,D1,D5
26,10.160168896239304,287753,40043,D4,D10,0.710801546,D5,D6
4,12.002289831461333,167438,268598,D10,D3,1.2957995101011774,D1,D8
117,8.662049431195786,246375.5,54429,D5,D8,0.048034544966771175,D10,D3
14,8.187945214124985,208576.5,93348,D7,D6,1.522383208466937,D4,D2
39,6.457668441106566,186145.5,106154,D7,D4,0.18592412814178694,D7,D1
16,5.770039219698104,108557.5,123964.5,D8,D2,0.832691481,D4,D1
30,7.050631902792662,131923,135278,D9,D2,1.402229296814915,D6,D2
23,9.393074873881767,191248.5,184488.5,D10,D5,0.4481089963730671,D5,D4
17,8.675155748240874,224925,64513,D5,D7,0.5305753845293095,D4,D3
74,9.327040766,248437.5,36002.5,D4,D8,0.17607497012762785,D9,D4
26,10.702211850492862,217101,99361,D7,D6,1.161455782042081,D5,D7
9,16.243725374318856,296379.5,18420,D3,D10,0.5550182835092947,D3,D10
13,9.49020516,200906.5,121421.5,D8,D5,0.5845999378765483,D3,D5
10,9.977861752346668,178338.5,55213,D5,D4,0.8063027644957854,D3,D5
102,9.998556251346876,311446,78838,D6,D10,1.5444392456603273,D10,D6
25,9.303474141207609,241929,30176.5,D3,D8,0.8223027068965205,D5,D4
12,11.422473430529406,299664,9285,D2,D10,0.078119247,D3,D8
17,6.176409796674658,168885,104836,D7,D3,0.7522125935026658,D4,D1
11,13.04475346942734,176173,149526.5,D9,D4,1.0823370586392977,D3,D9
99,10.51130744193388,258809,0,D1,D8,0.4238781021782474,D10,D6
12,12.24015031140926,277512.5,87612,D6,D9,0.5554257654983275,D3,D9
52,12.953389118337228,255412.5,26102,D3,D8,0.839024431,D8,D9
28,11.876732279588618,230436,77526,D6,D7,0.20640316564396333,D6,D8
65,10.675678133340837,244752,18362,D3,D8,0.7141748156898826,D9,D7
8,11.112779524887785,189630,0,D1,D5,0.9372909998724177,D2,D7
32,9.505878809964283,189222.5,224142.5,D10,D4,1.0824747129105692,D6,D5
83,9.738050166,180056,136443,D9,D4,0.5395944411127962,D9,D5
25,7.1752181472222105,211644,33849.5,D3,D6,0.7649203652169483,D5,D2
7,7.697432922,248830.5,63064,D5,D8,1.9992575621158841,D2,D2
6,9.103967304,135366.5,159289.5,D9,D2,1.9640739847816908,D2,D4
80,10.05579920429725,265769.5,10059,D2,D9,1.5173247121539921,D9,D6
5,11.335003398628166,260742.5,47513.5,D4,D9,1.4551486451315867,D2,D7
28,7.858418573949579,44895,230710.5,D10,D1,0.37537246737806385,D6,D2
56,10.142338833664027,155392.5,129989.5,D8,D3,0.7327933349007805,D8,D6
90,11.490385425360545,292278,66403,D5,D10,0.9942450262647835,D9,D8
41,9.417222281353906,273432.5,26878,D3,D9,0.8698825977960398,D7,D4
84,9.690527807761567,249392,17527.5,D3,D8,0.7107069988919181,D9,D5
24,8.198273131317832,214327,116948,D8,D6,0.081244277,D5,D2
21,11.240838615656918,218350,21866.5,D3,D6,0.41399225494526704,D5,D7
38,10.954033545690562,185064.5,113035.5,D8,D4,1.143625134200314,D7,D7
113,9.624373494,147522,153810,D9,D3,2.135970150502948,D10,D5
41,8.409153754395712,148565,127617.5,D8,D3,0.6005456640177282,D7,D3
25,11.136423785312518,226360.5,21115,D3,D7,0.6080764587864165,D5,D7
37,7.817293768271823,170476.5,98419.5,D7,D4,1.0529187334963899,D7,D2
7,10.000988767158466,183723,112637.5,D8,D4,0.4999729168885825,D2,D6
39,6.5713917148718455,191793,63820,D5,D5,2.7565487470408256,D7,D1
180,9.737389938449688,229130.5,93388,D7,D7,0.22687866915227506,D10,D5
109,5.699247153,80541,59058,D5,D1,1.2527601223785139,D10,D1
9,9.974676032,42001,187504,D10,D1,2.3671208549500835,D3,D5
7,11.401429005373346,268266.5,57134.5,D5,D9,0.030313721822087025,D2,D8
29,11.505614716257876,235020,39051.5,D4,D7,0.075364739,D6,D8
71,10.449140675795196,154633.5,163382,D10,D3,2.043289948162987,D9,D6
2,14.202817607192088,195920,29.5,D1,D5,0.26143457260939407,D1,D10
112,6.138909159838844,220972,94313,D7,D6,0.690131137,D10,D1
15,11.968859820145395,224206.5,72587,D5,D7,0.051931847416012644,D4,D8
35,12.63630477383273,284323.5,58171.5,D5,D9,0.542065465,D7,D9
20,10.605109231357517,223302.5,100489.5,D7,D7,0.066448229,D5,D6
35,12.898582548712229,262279.5,29945,D3,D9,0.011589374094186589,D7,D9
2,6.774913421738821,153256.5,158,D1,D3,2.6656528374729525,D1,D1
45,7.539192107162528,208060.5,151534,D9,D6,0.8555209903823338,D8,D2
17,6.183840273106046,227861.5,15711.5,D2,D7,1.0302081479312681,D4,D1
51,9.446383304088592,249039.5,50796.5,D4,D8,0.724504806,D8,D4
18,12.678630084588145,228877,109547,D7,D7,0.42315177822937855,D4,D9
51,8.513632746,145322,259296,D10,D3,0.5955276750683964,D8,D3
94,7.646140219993469,254876,36976.5,D4,D8,0.7611488231042411,D10,D2
48,7.855981411257312,214296,97699,D7,D6,1.2475809105653735,D8,D2
53,9.700239215987525,231411,0,D1,D7,0.3212273881694312,D8,D5
10,11.100222136970144,229211,121486,D8,D7,0.416503687,D3,D7
103,5.5880014638025175,174138,74830.5,D6,D4,0.6564242221667591,D10,D1
3,8.118296668931608,172833.5,138035,D9,D4,2.6504429883904566,D1,D2
10,12.01084042036192,224591,68181.5,D5,D7,0.17883149691267963,D3,D8
25,6.912204127419883,152034,91532,D6,D3,0.2886147725199715,D5,D1
10,12.836681402283876,239835,69095,D5,D7,1.5041253869766207,D3,D9
20,7.827963155058056,179876,41256,D4,D4,3.0576506875010536,D5,D2
85,6.994730793967512,210845.5,13337,D2,D6,0.8608909056031182,D9,D1
44,11.452962269032712,173892.5,146118.5,D9,D4,0.2600525912883507,D7,D8
9,9.599137064842354,216818,304,D1,D6,0.5261160140444114,D3,D5
171,9.312301964698356,208452.5,71731.5,D5,D6,0.35705395900129844,D10,D4
23,9.584234558858656,70090,168621,D10,D1,1.4773414524555468,D5,D5
24,8.944607805160368,313020,22206,D3,D10,0.5214064722482652,D5,D3
63,9.603379895436396,189133,133256,D9,D4,0.051704355620971754,D9,D5
16,11.95738433352752,77290,180137,D10,D1,1.6207086074351578,D4,D8
15,10.790439492963763,287072.5,51472.5,D4,D10,1.9394023716724407,D4,D7
55,4.904025249,189381,18326,D3,D4,0.7088396465648392,D8,D1
1,8.157943387750809,216548.5,10026.5,D2,D6,1.4309566270475127,D1,D2
3,13.245907861865833,32637,127613,D8,D1,5.821455946,D1,D9
134,9.522651526716324,180860,0,D1,D4,0.9926512033099648,D10,D5
25,10.553435046317627,159950,127463.5,D8,D3,0.5370625285811723,D5,D6
25,11.917644303787892,225513,111260,D8,D7,1.514063479502958,D5,D8
44,5.647334618879726,80992,182665.5,D10,D1,2.179039448,D7,D1
35,10.151349301284744,227983.5,24760.5,D3,D7,0.27301397873235445,D7,D6
25,7.257098051676103,228923.5,22349,D3,D7,0.5434525825477374,D5,D2
4,13.017237030455474,217785.5,156579.5,D9,D6,0.8718873972482921,D1,D9
113,3.984775205541724,112095,0,D1,D2,0.027949139763047803,D10,D1
18,9.720427099920164,252522.5,55078.5,D5,D8,0.6237056649783623,D4,D5
8,10.860634205715348,190560,119470,D8,D5,1.0004944957575002,D2,D7
23,12.379686694853024,280070,19455.5,D3,D9,0.2453527663462074,D5,D9
30,6.850537560451588,202448,2354,D2,D5,0.48216569511752994,D6,D1
22,12.730336616964806,270202.5,54822.5,D5,D9,1.6139009592848517,D5,D9
38,4.7366908084772055,104587.5,19190,D3,D2,1.6124037898862653,D7,D1
10,16.820984757890937,342145,0,D1,D10,0.8694076389490979,D3,D10
7,9.030787451127855,144826.5,26218.5,D3,D3,0.7980284563361124,D2,D4
112,6.791338616492017,124846,29642.5,D3,D2,0.5477418060517794,D10,D1
32,12.753605860239496,195134.5,130600,D8,D5,0.44829300817790063,D6,D9
33,11.231413770457385,271669,67728.5,D5,D9,0.20721932061296044,D6,D7
2,9.414899762474525,253272,73083.5,D6,D8,1.8405248681340707,D1,D4
55,8.433518647516927,241107,19620.5,D3,D8,0.8527812961796677,D8,D3
49,11.298582349021377,223654.5,134190.5,D9,D7,1.081690219814968,D8,D7
62,12.431726066702328,272007.5,36657,D4,D9,2.2064792437550587,D9,D9
8,10.280548591443806,246859.5,96,D1,D8,1.2146405105885245,D2,D6
8,11.036880619450027,187407,89150,D6,D4,0.3795106627426037,D2,D7
172,11.079432898303333,199524.5,137671,D9,D5,0.8635617720193034,D10,D7
39,13.518005720672244,193823,180932,D10,D5,1.7530644782043443,D7,D10
50,7.520749103620169,119662,217955,D10,D2,0.25965668671200426,D8,D2
27,7.009186857,198475,108138,D7,D5,1.018316396179182,D6,D2
5,8.152982096459938,195414,134106.5,D9,D5,1.0534606053811104,D2,D2
5,12.64811989070254,317326,14604,D2,D10,0.021035794622942028,D2,D9
10,8.385306459585593,222510.5,139374,D9,D6,1.107132104677346,D3,D3
73,6.743407425811776,127591.5,127000.5,D8,D2,0.33286767099732195,D9,D1
27,9.189735732209783,238199.5,47629,D4,D7,0.7603088086103957,D6,D4
6,8.017885628933797,100516.5,142249,D9,D1,1.635401373730844,D2,D2
54,6.798458936386509,148495,0,D1,D3,1.1872769123569276,D8,D1
20,9.921852079645324,222928,111385.5,D8,D6,0.5245274900802839,D5,D5
23,9.727148773595504,211826,71013.5,D5,D6,2.5205710924788316,D5,D5
3,14.38644324898451,157656,6943.5,D2,D3,2.1498919578219473,D1,D10
5,8.661966353457053,239328,141837.5,D9,D7,2.2056349142737437,D2,D3
25,6.994331816610212,146146.5,79572,D6,D3,2.349051521867594,D5,D1
1,9.236446728,190411.5,136568,D9,D5,0.014056293062524539,D1,D4
18,7.1433163721944215,132124,133275.5,D9,D2,1.0041150307416649,D4,D2
89,9.075063198,287059.5,0,D1,D10,0.046734753,D9,D4
76,6.244672711841671,188700,15226,D2,D4,0.7649935739874607,D9,D1
4,8.18707622,64657,259468,D10,D1,1.2915474563785132,D1,D2
81,12.832663378500992,239464,89177.5,D6,D7,0.23899210900712653,D9,D9
9,10.008107405345308,34894,0,D1,D1,1.1068303322082853,D3,D6
44,9.875519119371642,270729,90949,D6,D9,0.28979982811110716,D7,D5
65,11.01245448858661,259303.5,20981,D3,D9,0.13927742585344838,D9,D7
52,11.518310092605947,297243.5,39293.5,D4,D10,0.6900323404786937,D8,D8
15,13.470135722412005,328643.5,59992.5,D5,D10,0.1980904630698337,D4,D10
35,7.597941446232963,170848.5,20907.5,D3,D4,1.7587623840376505,D7,D2
30,9.832790138,258839.5,31945,D3,D9,0.20421638024428468,D6,D5
44,9.200741062573217,192391.5,47316.5,D4,D5,0.6283059357475995,D7,D4
37,10.405723811696866,234680,71285,D5,D7,0.7669241730756768,D7,D6
93,5.431858898001681,169238,31636,D3,D3,0.21819986764566668,D10,D1
23,10.436686840364745,217333,132363.5,D9,D6,2.0261668165437428,D5,D6
3,13.67223464098998,160559,59964.5,D5,D3,0.372973194,D1,D10
33,11.400187636387306,164229.5,146737.5,D9,D3,0.38253864770012047,D6,D8
56,6.549683326903223,158509,103484,D7,D3,1.010269564353968,D8,D1
90,8.577393002,151759.5,119797,D8,D3,0.611597418,D9,D3
4,11.13846368480542,214103.5,100140.5,D7,D6,0.2458871389870021,D1,D7
43,7.402425567995524,205203.5,5760,D2,D5,0.12038805129334129,D7,D2
122,10.06428260691019,106243,153002.5,D9,D2,0.9352174060220415,D10,D6
21,7.409119966979653,200127.5,78808.5,D6,D5,1.081745629627001,D5,D2
15,11.213420887655658,169208.5,210312.5,D10,D3,2.9829680797793303,D4,D7
117,9.569498629,261317,58269,D5,D9,1.191135161990449,D10,D5
40,4.907682479018745,119159,77019.5,D6,D2,1.1603242017249888,D7,D1
37,9.419929832479594,184587,91375,D6,D4,0.12205443354006018,D7,D4
17,7.773420198344622,102151.5,68291.5,D5,D1,1.7587664904004967,D4,D2
33,12.375456477859531,235242.5,62950,D5,D7,1.8852204802888313,D6,D9
15,11.422329300291556,205441,51287,D4,D5,0.29264524031738226,D4,D8
88,9.707831701648876,229026,118034,D8,D7,1.9332239323774587,D9,D5
62,9.779611194,257346,4453,D2,D8,0.8036149073857679,D9,D5
13,9.590130641791747,73300,197483,D10,D1,2.1464488812817692,D3,D5
21,9.442830134912372,90108,7842,D2,D1,4.176198744582139,D5,D4
84,7.946213553354835,238065,17015.5,D3,D7,0.7056634483158719,D9,D2
1,11.938925312627378,85928.5,166146,D10,D1,1.0580397925175626,D1,D8
16,9.906243730492566,85750.5,144252.5,D9,D1,1.0584177683685478,D4,D5
45,8.963235782395122,204917.5,107742.5,D7,D5,0.15395647690420944,D8,D3
84,6.271380578429256,155169.5,60047,D5,D3,0.3802362464157296,D9,D1
30,8.352799637691028,270588,47989,D4,D9,2.256134775057248,D6,D3
56,8.344588364526578,87647,217121.5,D10,D1,0.6058522466981078,D8,D3
11,10.347664053788478,169737,135249,D9,D4,0.6607679372929534,D3,D6
115,6.270573802,142624,50480,D4,D2,0.37979683162810485,D10,D1
47,9.846727909357664,219242,30257,D3,D6,0.7000846220570249,D8,D5
137,7.957063478500131,262032.5,0,D1,D9,0.5864855698965483,D10,D2
23,23.656605438630795,342439,0,D1,D10,1.4377053736054202,D5,D10
44,6.781827037853901,80204,171332,D10,D1,0.5311987577609987,D7,D1
153,7.196774866289757,166305.5,97647,D7,D3,0.025845973446203097,D10,D2
31,8.846299033,279800,89008,D6,D9,3.2569715655884663,D6,D3
95,6.100808074251412,336,362654,D10,D1,2.5883448746420887,D10,D1
14,7.116307390109321,101921.5,30785.5,D3,D1,2.8389143027624764,D4,D2
21,8.708052697256006,225388,42981.5,D4,D7,0.30453526610310355,D5,D3
1,11.59368424595416,261926.5,76952,D6,D9,0.839062056,D1,D8
30,10.140832496299996,249073.5,62288,D5,D8,0.081140734,D6,D6
6,9.854780032876455,221329,1358,D2,D6,0.37648542615953495,D2,D5
145,9.923324456631963,235811.5,59509.5,D5,D7,0.47272244586640877,D10,D5
5,10.142018779655936,168758,0,D1,D3,1.3722792637655696,D2,D6
22,11.07165703814511,260984,44501,D4,D9,0.084978265,D5,D7
12,10.648841179485638,241180.5,100085,D7,D8,1.5056798382612646,D3,D7
11,12.007908087747682,246201,60288.5,D5,D8,0.6390102953683687,D3,D8
15,7.635972343758981,103446,74642,D6,D2,0.508022421,D4,D2
3,8.578453909720835,183111,0,D1,D4,3.6704071675433276,D1,D3
118,9.009620131,126848,140886,D9,D2,1.0775120265650564,D10,D4
13,8.249235554145995,32342.5,228829.5,D10,D1,2.687666697935957,D3,D2
56,6.001901593044716,146032.5,57012,D5,D3,1.7094631174298849,D8,D1
25,19.425240622969152,208775.5,108053.5,D7,D6,0.17201182971833973,D5,D10
24,7.908498274597362,278143,5045,D2,D9,0.19442062838989482,D5,D2
31,9.850419676712386,192966.5,142976.5,D9,D5,1.2242406966544972,D6,D5
7,12.808659293993813,239865.5,86463.5,D6,D7,2.114183221102575,D2,D9
15,12.67516801731637,223241,102403.5,D7,D7,0.15402649556318426,D4,D9
25,8.037957525261593,144604.5,126765.5,D8,D3,1.0960465237532135,D5,D2
17,11.573833088262274,283026.5,21859,D3,D9,0.394463833,D4,D8
4,6.7959022522797365,108891,195.5,D1,D2,1.6150222938824954,D1,D1
11,10.62448317843473,164498,159008.5,D9,D3,0.5895279857450619,D3,D7
16,12.664411982111297,276131.5,23465.5,D3,D9,0.7626011264947836,D4,D9
9,11.310048348438324,239503.5,35132,D4,D7,0.44690368525115254,D3,D7
23,10.129043942085444,192061,84820,D6,D5,0.15046600534370524,D5,D6
113,11.559689200614669,219018.5,125463,D8,D6,1.562431179080309,D10,D8
84,4.938008596195977,136672,122735,D8,D2,0.105920124,D9,D1
22,11.339482916482655,130549.5,113807.5,D8,D2,0.8514378291625091,D5,D7
12,12.095555217847334,214071,75030.5,D6,D6,0.5141704955716921,D3,D9
183,5.422235476574072,66125,160229.5,D9,D1,1.1645743449364039,D10,D1
9,9.531992722013122,169064.5,1607.5,D2,D3,0.6086162381552693,D3,D5
1,16.263015430154777,266304,3148,D2,D9,0.20656656490251635,D1,D10
41,11.54661360794866,200045.5,31644,D3,D5,0.021080806,D7,D8
2,11.035791529734231,159642,0,D1,D3,0.331546921,D1,D7
36,9.494922079468507,247263.5,60760,D5,D8,0.7111286068016325,D7,D5
17,8.240962745267757,198300,93165.5,D7,D5,0.3114837296946158,D4,D2
38,9.696021609492632,180358,21921.5,D3,D4,0.10445578567569402,D7,D5
1,9.036498816217804,241139.5,167232,D10,D8,1.409599763641145,D1,D4
63,11.607995063605344,134574,133790,D9,D2,1.111476262429501,D9,D8
1,11.861226095853326,284070.5,72887.5,D5,D9,0.39404313398037516,D1,D8
19,10.959174178717348,222447,43821,D4,D6,0.22264506811607276,D4,D7
16,9.369029086257482,304096,20347,D3,D10,3.265319690118182,D4,D4
76,7.927412358503128,146074,0,D1,D3,2.173817408179423,D9,D2
121,10.075732725276298,189378,105618.5,D7,D4,0.23074556118514167,D10,D6
14,11.05661318344684,256458.5,91548,D6,D8,0.4645252040390657,D4,D7
23,10.062886569690134,194608.5,165284,D10,D5,0.5169686785918115,D5,D6
79,10.55907507751258,173184.5,111290,D8,D4,0.6653821472818251,D9,D6
6,15.834377040117085,334039,0,D1,D10,1.0342046885122702,D2,D10
130,8.270207684320525,232264.5,156074.5,D9,D7,0.02180212,D10,D3
44,11.495506221008684,257258.5,121471.5,D8,D8,0.33039219837387357,D7,D8
63,12.199018588079516,338754,0,D1,D10,0.074154523,D9,D9
1,10.487364331287637,193654.5,69577.5,D5,D5,0.7371143564986795,D1,D6
5,7.473378502469719,172120,2721,D2,D4,2.9442335292063655,D2,D2
14,10.079232631924723,229000,107375,D7,D7,0.7179147847936225,D4,D6
10,9.343222494018038,210690,140876.5,D9,D6,0.051614917,D3,D4
48,8.686047729,259761,13056,D2,D9,0.8968285570899175,D8,D3
39,10.98758307291954,260738.5,29053.5,D3,D9,0.2499733582620305,D7,D7
15,11.233891726970985,87213,60514,D5,D1,0.3854798776847783,D4,D7
7,18.93341421507179,68489,0,D1,D1,0.4552609202193789,D2,D10
31,9.756021699374852,262526,39470,D4,D9,0.085417854,D6,D5
89,8.910575758801508,274454,0,D1,D9,0.8816316672482518,D9,D3
33,7.338629977731998,183958.5,12598.5,D2,D4,0.5237237573372009,D6,D2
16,9.204773640522763,212281.5,92816,D7,D6,0.21204801446342358,D4,D4
16,11.708103529745394,233764.5,39737.5,D4,D7,0.4372570996991647,D4,D8
37,7.381615007650987,155433.5,80686.5,D6,D3,0.20618147894301408,D7,D2
20,10.95379471987748,150910,165884,D10,D3,4.708526129404113,D5,D7
33,9.624547470405366,291222,36589,D4,D10,1.5322127607198386,D6,D5
13,9.074156287804277,168115.5,130083,D8,D3,0.9101177613292348,D3,D4
58,7.620636300797746,152649,89186.5,D6,D3,1.5120190913916343,D8,D2
46,7.769017764281782,158549,183096,D10,D3,2.683001638985371,D8,D2
52,9.63388995,94660,117478.5,D8,D1,0.8626426629365369,D8,D5
2,6.488199303698854,215582,0,D1,D6,0.041930774,D1,D1
27,8.065436674116572,184055,117753,D8,D4,0.069981927,D6,D2
11,9.170660429881314,15832,147543.5,D9,D1,1.7000977671454018,D3,D4
30,9.232773053132926,122991,173481,D10,D2,0.5434860742088921,D6,D4
27,11.907437309935338,79699,99192.5,D7,D1,0.8543284098882067,D6,D8
8,10.197974730476918,242594,62243,D5,D8,0.05398551,D2,D6
90,9.613819862884258,214119.5,184,D1,D6,0.20914391858052284,D9,D5
18,12.175530893567336,295249.5,25044.5,D3,D10,0.3400163206843221,D4,D9
103,9.997014473281206,260548.5,0,D1,D9,0.5358848043271252,D10,D6
28,9.997634349448566,210014,130817,D8,D6,0.25615954145538655,D6,D6
22,12.63752508351685,281901.5,18850,D3,D9,0.5032584451812427,D5,D9
25,10.274456417345077,208492,85253.5,D6,D6,0.6736461770628832,D5,D6
101,7.744892794930735,209513,40791.5,D4,D6,0.4372411676502308,D10,D2
36,12.85202459534556,262139,83878.5,D6,D9,0.9675498873578601,D7,D9
16,11.380039451327708,227760,91396.5,D6,D7,0.6951567625662554,D4,D8
41,8.638757213518138,234091.5,44589,D4,D7,0.14027846017205725,D7,D3
34,9.031726673135651,259400.5,58940.5,D5,D9,0.23087213754921443,D6,D4
7,11.530482150008773,202103.5,157721,D9,D5,1.0540969501553281,D2,D8
2,13.285357474531724,181795,0,D1,D4,0.4092174638108288,D1,D9
14,9.580592027,179811.5,129712,D8,D4,0.5048767288981271,D4,D5
7,10.333240191756529,239991.5,49023,D4,D7,1.1589356791990695,D2,D6
6,7.116806354,283916,15376,D2,D9,2.4442744802783993,D2,D2
41,8.099998046,169477.5,116869.5,D8,D4,0.14369189238291735,D7,D2
145,9.230684782,194716,67650.5,D5,D5,0.40659863287696396,D10,D4
36,11.739095296465068,161429.5,161776,D9,D3,0.9685771781081067,D7,D8
187,11.27552779612174,257117.5,83156.5,D6,D8,0.6173872444404722,D10,D7
3,12.55319412002505,192312,87910.5,D6,D5,0.6450137710993156,D1,D9
152,4.584433815862915,33662,242283,D10,D1,1.2216781587207421,D10,D1
35,5.863248027163097,18167.5,179411.5,D10,D1,1.108558044964365,D7,D1
79,9.432126893525806,314414.5,9785.5,D2,D10,1.7491353441545443,D9,D4
67,10.36992787436598,227716.5,64886,D5,D7,1.0499114170778405,D9,D6
54,11.563901101066143,180787,99661,D7,D4,0.3649044086546471,D8,D8
7,6.369623912149292,136305.5,2841,D2,D2,0.7615033829424851,D2,D1
51,8.823768894901397,126692.5,126573.5,D8,D2,0.918912466,D8,D3
42,5.762869778,198909.5,0,D1,D5,0.4256335341548505,D7,D1
23,9.109255051216486,193259,119248,D8,D5,0.4026633212438524,D5,D4
18,10.332973887409786,116932.5,72225.5,D5,D2,0.3727611060497642,D4,D6
17,12.866136383525648,223060,133150,D9,D6,0.2186364095485338,D4,D9
5,11.17659284606938,154328,186030,D10,D3,0.46885671718560573,D2,D7
12,16.872221722025305,155137.5,1631.5,D2,D3,0.3615896414630644,D3,D10
30,8.550282632591301,249830.5,0,D1,D8,0.2824491162905627,D6,D3
112,10.15520106416901,125096,196053.5,D10,D2,0.027360387467867398,D10,D6
43,10.685126954707828,188703.5,83930.5,D6,D4,1.2628166250512436,D7,D7
45,9.157091485936984,94182,85656,D6,D1,1.2876895331143867,D8,D4
16,9.449616599959956,152739,8909,D2,D3,0.49575879516214627,D4,D4
37,9.371561266235338,219951,85122.5,D6,D6,0.27686690224682753,D7,D4
13,8.530603468355629,56209,103404,D7,D1,1.1253183054625895,D3,D3
16,12.874333475228278,212242,93525.5,D7,D6,0.1622770117490413,D4,D9
16,12.313955343969289,262914,35916,D4,D9,1.098182325710928,D4,D9
5,8.201391951207086,146786,248658.5,D10,D3,0.17511558075771827,D2,D2
51,12.228654255545866,280093.5,80314,D6,D9,0.050656779,D8,D9
104,7.388037675747577,273767,0,D1,D9,0.255557992,D10,D2
28,9.648895314,248375.5,52305,D4,D8,0.15675505035170634,D6,D5
51,8.483851096959006,162682.5,184340,D10,D3,0.6254745451770294,D8,D3
16,11.270554572569385,149088,178761,D10,D3,0.16017737125232934,D4,D7
50,9.783004357422175,227382,4936,D2,D7,0.3407125739690571,D8,D5
16,10.343706929523012,292302,101350,D7,D10,1.752855828711282,D4,D6
39,9.587322250799872,57574,227399,D10,D1,2.095533656054627,D7,D5
41,9.740648645328449,213411.5,106050,D7,D6,0.059535153354387305,D7,D5
12,7.241545785468611,55993,207915,D10,D1,0.8010075379621107,D3,D2
11,10.96749437106846,176057.5,182184,D10,D4,1.665437620205874,D3,D7
6,9.498200640535572,184931.5,120559,D8,D4,0.9705362411208203,D2,D5
29,9.300813678,277618,22180,D3,D9,0.069995328,D6,D4
3,13.05941851367574,229740.5,87895,D6,D7,1.7339745020103003,D1,D9
133,8.996414927121283,79219,246993,D10,D1,2.254353974724766,D10,D4
92,12.668570365649824,35622,0,D1,D1,0.590180734,D10,D9
41,10.43667817934675,133967.5,135219.5,D9,D2,0.024451983,D7,D6
62,8.117810112761687,75456.5,124658.5,D8,D1,0.5973096992754687,D9,D2
112,9.343698511172516,70086,290327.5,D10,D1,2.7845505017981926,D10,D4
