length,GT,post_huber,slope_30m,GT_relief,post_huber_relief,slope_30m_relief
175.014,1.942198269,5.464930077,1.267421773,5.934854949,16.74382108,3.872060791
52.231,0.808495021,0.688377477,0.581150848,0.737075345,0.627557115,0.52979698
193.35,0.087752256,0.560061587,0.117738164,0.296128479,1.890040729,0.397319072
143.532,1.425388586,1.213284171,1.286744782,3.571486303,3.03985982,3.223974081
67.883,1.477339319,1.059732576,1.756472907,1.750712818,1.255695121,2.081689399
62.868,0.754927172,1.066991726,0.583888105,0.828394492,1.170895865,0.640695501
425.543,0.866116748,1.576742398,1.075022536,6.433248649,11.7136223,7.985265385
428.255,1.472453538,2.626951201,0.641360022,11.00821831,19.64881114,4.794019932
140.216,0.996166597,0.911705282,1.47986195,2.438095314,2.231341632,3.62236938
49.484,0.480761179,2.538756379,0.502878434,0.415223333,2.194055187,0.4343265
58.748,0.622407602,1.079709832,0.284593153,0.638208268,1.107207254,0.291808859
94.281,0.769026925,1.197860289,3.040625753,1.265520469,1.971382952,5.008094191
208.346,1.088885424,0.092569866,2.040953451,3.960016621,0.33661429,7.424707993
93.976,0.173505556,0.384751479,0.320415763,0.284583054,0.631075251,0.525548408
61.437,0.742813397,0.47627527,0.615072245,0.796547042,0.510711225,0.659553731
89.64,0.299912102,0.540495919,0.455101156,0.46922071,0.845638052,0.712026714
94.024,0.24280357,0.829922789,0.43514401,0.398449933,1.362022104,0.714097397
195.716,1.131253695,2.24037172,0.913345466,3.864738808,7.656762897,3.120150659
96.385,0.116321603,1.08697775,0.179827523,0.195680611,1.828772072,0.302513254
181.059,0.11191015,2.108615602,0.123770347,0.353644995,6.666394848,0.391124274
146.319,1.351878455,1.580324734,1.283008232,3.452998116,4.03677534,3.277027859
83.253,0.895290697,0.096718627,0.502697826,1.300998153,0.140536067,0.730458271
309.444,0.422658048,1.823665362,0.637460581,2.282740028,9.852609647,3.442949783
79.99,0.478150174,1.657600555,0.740771887,0.667555632,2.314803533,1.034241012
67.005,0.067764552,0.299447766,0.00945116,0.079247825,0.350194734,0.011052734
75.204,0.986130933,1.356675518,0.644524104,1.294481287,1.781047377,0.846010574
65.912,0.036819414,0.41565943,0.185716699,0.042356376,0.478175272,0.213645788
90.656,1.984508752,2.139708754,1.85426,3.141236659,3.387119704,2.934919598
82.24,1.473593397,1.618350078,0,2.115601705,2.323530934,0
146.192,0.937230438,1.768669728,0.873063653,2.391586525,4.514250918,2.227822052
56.563,0.484720405,0.131456895,5.661388374,0.478532531,0.129775866,5.607242983
57.346,1.737489891,0.522064015,2.170575042,1.739546085,0.522536072,2.17351747
237.728,0.602818518,1.499340625,0.976753404,2.501268504,6.222389049,4.05307567
60,0.522984899,1.490031008,0.535513129,0.547683716,1.560708679,0.560804367
61.317,0.77687912,0.223931613,0.297679733,0.831454199,0.239649146,0.318574816
75.569,0.982282868,2.338998306,2.126674333,1.295687189,3.086684916,2.806218866
94.351,1.173728882,1.360424822,1.498282263,1.933091554,2.240681082,2.46783729
59.864,1.735026001,2.396305695,1.413853533,1.813350951,2.505178325,1.47752788
207.83,0.935350466,2.153691588,0.692529241,3.393114812,7.815805216,2.512145971
94.342,0.49119331,0.509826105,0.479981674,0.80880817,0.839490871,0.790346005
208.094,0.492563934,0.500518753,0.425908692,1.788999564,1.817893043,1.54689711
106.887,1.613627288,3.239927941,3.92385263,3.011066368,6.050633587,7.331530504
121.971,0.522256318,1.141456428,0.419284137,1.111807712,2.430248879,0.892586135
447.52,1.86786412,3.069547418,4.29764803,14.59449218,23.99827013,33.6307235
75.485,0.842518142,1.066567646,0.769550109,1.110065467,1.405324445,1.01391383
207.863,0.609119251,0.708655808,0.436689413,2.209903176,2.571059078,1.584293467
414.09,0.343192356,1.155083831,3.188940726,2.480361095,8.34919216,23.07104829
135.093,0.601755191,1.211049175,0.508641292,1.418881178,2.855858427,1.199314919
202.329,1.276314027,1.254327405,1.187809693,4.507802578,4.430123181,4.19512196
85.321,1.625685945,1.796838714,1.168051407,2.421511422,2.67660823,1.739624166
207.819,0.439525074,0.575929893,0.7913066,1.594244006,2.089040532,2.870351083
204.533,0.852215269,0.840942545,0.80792175,3.042440515,3.002190647,2.884289451
292.653,0.295747106,0.37920434,1.537565998,1.510618184,1.936912439,7.85540144
203.373,1.70071414,1.336759809,1.730783027,6.038506823,4.745728098,6.145332962
142.923,0.197917905,1.106062289,0.31541632,0.493703611,2.759389639,0.786806682
251.476,0.428044078,1.008839671,0.512786858,1.878756447,4.428339895,2.250724787
68.898,1.338987204,0.229317117,1.741869052,1.610421211,0.275754606,2.095237761
207.272,0.758900869,0.752590311,0.840467938,2.745544289,2.722711377,3.040677132
104.961,0.436872712,0.095462913,0.48971091,0.8003292,0.174880107,0.897130625
179.431,1.67976472,1.436704412,2.127342376,5.261962547,4.500215458,6.665179799
48.849,1.54782959,3.423026438,1.031263334,1.319963301,2.921866904,0.879325209
84.387,0.27307664,1.009458245,0.279527376,0.402198785,1.486915244,0.41169985
77.754,1.616413408,0.22834765,1.433006307,2.194157467,0.309883858,1.945085867
202.12,1.947649473,1.314729246,2.139205237,6.873291739,4.638731272,7.549896128
