length,GT,post_huber,slope_30m,GT_relief,post_huber_relief,slope_30m_relief
90.595,0.396964822,1.302986847,1.398330466,0.627683292,2.060613336,2.211452699
67.661,1.704217743,0.928061229,1.617075864,2.013116761,1.096050067,1.910123771
86.829,1.344389802,0.786066135,0.618048043,2.037732107,1.191320192,0.936658433
207.861,0.286741232,1.096952267,0.638124044,1.040265395,3.980074283,2.315119676
127.546,0.356500887,0.495818501,0.601494628,0.793616027,1.10376795,1.339034969
164.184,0.551005303,0.997554686,0.584179023,1.578982682,2.858833078,1.674053016
141.318,0.95667584,0.467010405,0.906619545,2.3598262,1.151890043,2.236331474
146.464,1.245924512,0.64660404,1.321517828,3.185432821,1.652970525,3.378767494
85.027,0.453907349,0.059919413,1.611103647,0.673613099,0.088920508,2.39150993
95.314,1.070232542,0.442151227,1.234030442,1.780585077,0.735552234,2.053180343
48.05,0.409257064,0.971237722,0.177072546,0.343221378,0.814587801,0.148498947
207.571,1.996080636,1.503021803,1.732274787,7.234322701,5.446392827,6.277593439
84.965,1.50705403,1.849888001,3.359836897,2.235354587,2.744187667,4.988084746
97.054,1.55090096,1.603599946,1.13605944,2.627731324,2.717066448,1.924636779
202.277,0.775968678,0.834910323,0.604265883,2.739647054,2.947775761,2.133379161
94.63,1.082136467,0.82061492,0.533604016,1.78747462,1.355424445,0.88132858
186.588,0.255133618,1.91328755,0.270946964,0.830867239,6.233081315,0.882365673
77.458,0.350773029,1.906235219,1.168815349,0.474214976,2.577985185,1.580337342
143.353,0.507484133,0.41090718,0.664684226,1.26974929,1.028099931,1.663102474
104.55,0.629153522,0.732681852,0.289465923,1.148088833,1.337028033,0.528205043
213.904,0.887520146,1.957687975,2.719498543,3.313669811,7.311538981,10.16041411
146.181,0.510618673,0.776584714,0.35647116,1.302796211,1.981452792,0.909490777
117.462,0.537599623,0.166509944,0.811497862,1.102164604,0.341362772,1.663761919
94.267,0.487702681,0.939183578,0.369470611,0.802421739,1.54534853,0.607887163
104.742,0.29920731,2.039418901,0.346851436,0.546983691,3.729822266,0.634084346
55.952,1.967875781,2.324779487,0,1.922478454,2.271502245,0
82.787,0.826966574,2.61564073,1.886737621,1.19497172,3.781981934,2.727143811
89.753,1.014795773,1.069657915,0.515464645,1.589828971,1.675798163,0.807489607
94.184,0.012563918,1.20270246,0.074946321,0.020652832,1.977317872,0.123198399
105.458,0.724731442,0.865714365,0.312848533,1.334004099,1.593545887,0.575831393
94.121,1.874560807,1.298202899,2.535212888,3.080480264,2.132950631,4.167368401
72.214,0.404063651,0.483337203,0.154059555,0.509278982,0.60919916,0.194172827
89.313,1.558988078,0.916813964,1.356218316,2.430759742,1.429257016,2.114476054
207.403,0.370252885,0.737330361,0.483000819,1.340284199,2.669183881,1.748439286
207.297,0.365956613,0.822427693,0.511777256,1.324054586,2.975760255,1.851667126
94.322,1.42476785,0.881690773,1.534911407,2.345978378,1.451579903,2.527421014
192.935,1.626288438,2.04412043,1.628562486,5.477755128,6.886192838,5.485418825
146.313,1.37998347,0.992140888,2.147958986,3.524667519,2.533827476,5.487692775
85.646,0.316886353,0.357326258,5.012575613,0.473688036,0.534139892,7.511996411
74.305,1.192957811,0.628038962,1.65514815,1.547331102,0.814515564,2.14710414
87.978,1.193209933,1.033913656,0.973308097,1.832445654,1.587752726,1.494663974
47.809,0.458366967,0.186558571,0.077503478,0.38248077,0.155669585,0.064670838
181.512,1.218600463,1.837255464,2.492449035,3.861086579,5.822388035,7.901018284
292.837,0.863511116,1.778648559,1.284143269,4.413713433,9.093540398,6.564316665
63.773,0.824257718,1.181021347,0.846838074,0.917502379,1.314720628,0.942640764
91.541,1.660571278,2.081452644,1.358845263,2.653824294,3.326983638,2.171423134
83.932,0.354454085,1.92430464,0.201364998,0.519242779,2.819954504,0.294978736
99.234,1.073429549,0.826706152,1.099373384,1.859354621,1.431921383,1.904304466
144.668,0.064466434,0.587720831,0.040759483,0.162773491,1.484007724,0.102914979
89.538,1.191639558,1.32652337,0.890052278,1.8624829,2.073372193,1.391025877
151.021,0.412511014,1.952108702,0.664384099,1.087320965,5.147386716,1.751271197
65.977,0.417777965,1.009470454,0.378386979,0.481086487,1.162541551,0.43572495
82.325,0.617910709,0.551786266,4.080153161,0.88787467,0.792854362,5.872466784
160.711,0.438687391,0.38462234,0.534094679,1.230514141,1.078857291,1.498144838
222.1,1.840832624,3.118999635,0,7.138216201,12.10237312,0
94.434,0.39482584,0.935873374,0.471178293,0.650756022,1.542628928,0.776606137
98.841,1.130240539,0.437078908,1.838184302,1.950031901,0.754019837,3.172141781
133.112,1.552885185,4.222593891,3.193802383,3.608612766,9.827909936,7.427672699
51.65,0.802944541,2.115275883,1.944625622,0.723871829,1.90770881,1.753680614
123.469,1.151788009,1.94605242,1.497569226,2.482369107,4.195240685,3.227907791
400.116,1.002545716,1.638990797,2.048220544,7.001833791,11.44875557,14.30951976
98.285,1.242045704,1.974469839,1.660171099,2.130935099,3.388340746,2.848649547
386.499,1.56676844,1.86543794,4.647991862,10.57155383,12.58809582,31.42282668
182.779,1.873146393,1.953545689,4.853247291,5.977645401,6.234413098,15.51945657
86.486,0.5687546,1.556359508,7.002802063,0.858543622,2.349848898,10.62343894
191.28,0.745536415,1.000691578,0.739620493,2.489088299,3.341114331,2.469334878
94.527,1.228406247,0.736141841,1.725827562,2.026944274,1.214559075,2.848144476
59.855,1.05218072,0.972051851,1.334679846,1.099301869,1.015567758,1.394548009
136.464,0.314330963,1.643181714,0.478102295,0.74866406,3.914714974,1.138744712
122.223,0.820287626,1.765391424,0.907625452,1.749952017,3.767114198,1.936302928
59.158,1.455537073,0.867907803,1.703562624,1.503168137,0.896184984,1.759450115
207.378,0.639998594,0.264883225,0.651723832,2.316525752,0.958732827,2.35896981
178.997,1.087316957,1.279501327,1.059944084,3.397280609,3.99793807,3.311735337
87.805,0.241288482,0.378633054,0.083200295,0.369773491,0.580258433,0.127503406
124.56,0.602816751,0.664559573,1.046771355,1.310561193,1.444805419,2.275915428
178.227,1.463293827,1.072075087,1.582458939,4.55278187,3.335237432,4.923724709
104.585,0.256419935,0.91598127,0.205632343,0.468059919,1.672131248,0.375353143
390.349,0.408252608,2.458077232,0.355573732,2.781421175,16.75685545,2.422510592
103.871,0.366892858,0.956620007,0.251382707,0.665145832,1.734408916,0.455732358
95.947,0.850610052,0.805482974,0.945596493,1.424528644,1.348943453,1.583631214
63.966,1.771263089,0.851771338,0.946217554,1.978098967,0.951002325,1.056469702
94.468,0.867214361,0.993243523,0.546452202,1.429952844,1.637801774,0.901005489
84.857,0.249606054,0.747434663,0.185567958,0.369677402,1.10703898,0.274833424
207.516,1.176148885,0.863165238,1.190289061,4.260418522,3.126480715,4.311653786
82.966,0.732316657,1.476781086,0.728924206,1.060474139,2.138896789,1.055560971
112.955,0.645659914,0.288876287,1.938714465,1.272931504,0.569506127,3.823512105
146.118,0.499090245,0.119118282,1.310111543,1.272832198,0.303780669,3.34168153
115.037,0.496469821,0.118741311,6.53702373,0.99682435,0.238406107,13.18211639
86.339,1.685508344,1.629149358,1.622882256,2.540625153,2.4556267,2.446175196
94.407,0.733758952,0.988213682,0.446605163,1.209090255,1.628453997,0.735892031
226.787,1.034706332,1.081263384,1.003873709,4.095999039,4.280343083,3.973919336
294.669,0.241266338,1.614844894,0.397604614,1.240826661,8.307257028,2.044891192
207.665,0.573223252,0.824464842,1.067504788,2.077681454,2.988427963,3.869552666
195.967,0.883947228,0.602203272,0.947903262,3.023577523,2.059773257,3.242380323
98.644,0.024332808,1.900674862,0.042519345,0.041892888,3.273521671,0.073203979
50.75,1.81103236,1.914125506,1.697790284,1.604664675,1.696076496,1.504265849
93.527,1.400692609,1.251437865,1.357857491,2.286881904,2.043114623,2.216919285
84.513,1.79602746,1.944435508,2.379545853,2.650062632,2.869202501,3.511921156
97.842,0.046632092,0.767734344,0.105043657,0.079632011,1.311111574,0.179379582
91.196,1.096601395,0.519701563,0.893046852,1.745641207,0.827216315,1.421551418
133.838,1.662162128,1.031837699,2.959490797,3.883756968,2.410544487,6.919269962
89.805,0.975919607,0.464774961,0.813331647,1.529797443,0.728500969,1.274895912
148.645,0.231711348,0.416660027,1.572744628,0.601142377,1.080978774,4.081266738
178.97,0.334745687,2.161654953,0.747641368,1.0456288,6.755384996,2.335476917
63.469,0.744453277,1.255629113,0.828727375,0.824709334,1.3911371,0.918080991
52.856,0.642670169,0.079279738,0.119777666,0.592895313,0.073136495,0.110496402
238.547,0.9915033,2.131886777,0.674044654,4.128467267,8.880061014,2.806467589
208.293,0.050252233,0.693301822,0.432464652,0.182686946,2.520551535,1.572211274
93.98,0.405396779,0.536966235,0.885184754,0.664967391,0.880790255,1.452049055
177.482,0.684290553,1.065030259,0.614588719,2.119790178,3.299465962,1.903850853
94.812,1.363075546,0.352280205,1.244401652,2.256017923,0.582954137,2.059536765
146.393,1.550490671,0.935821261,1.401386265,3.962532764,2.391273261,3.581311937
94.196,0.574206507,0.710224645,0.493664125,0.944044527,1.167690674,0.811618885
243.608,0.221783851,0.674389035,0.231572406,0.942976789,2.867473881,0.984596045
90.066,0.170769844,1.453661699,0.535935832,0.268442152,2.285571382,0.842487961
107.847,1.047688558,1.059794568,0.806115168,1.97226853,1.995063205,1.517438807
214.227,0.604116595,0.286830638,0.706017199,2.258855417,1.072459104,2.639908269
94.174,1.515541579,1.401810733,0.455932482,2.491595536,2.304540971,0.749407586
193.376,0.353990298,1.460284581,0.320551303,1.194749411,4.929597829,1.08188729
178.803,0.443097074,0.821686571,0.478044386,1.382801075,2.564413963,1.491868242
145.854,1.20736216,1.685930409,0.971307627,3.073955395,4.292998364,2.47282918
180.13,1.211931913,1.893323423,1.10274448,3.810714521,5.954514281,3.467304145
177.944,0.914823034,2.347482584,0.930460995,2.841415303,7.294679236,2.889994851
94.378,0.90872106,2.258444961,1.00196135,1.496977068,3.722053871,1.650605853
61.88,1.321536764,1.331363322,1.89962655,1.427525736,1.438144205,2.052367246
82.725,1.449448671,1.853323977,0.594435769,2.09319478,2.676806589,0.858291201
117.752,0.576379529,0.641012267,0.685761544,1.184592171,1.317437801,1.409417066
184.473,0.236554781,0.562997877,0.185578026,0.761630586,1.812720781,0.597500467
178.646,0.385089011,0.594146261,0.429397478,1.200710557,1.852591213,1.338869613
94.615,1.967567282,3.62088274,1.884780776,3.250406798,5.987293108,3.113543212
207.481,0.988974059,2.457037002,0.793700132,3.581654864,8.902945844,2.874351881
116.738,0.025483994,0.01859642,0.146965168,0.051922685,0.037889508,0.299436669
141.633,0.964360567,0.780895262,0.817274078,2.384087985,1.930463086,2.020407641
113.397,0.169481717,0.521051253,0.267156206,0.33543089,1.031267545,0.528746306
93.977,0.211359686,0.655805037,0.134395952,0.346675436,1.075703691,0.22043773
207.97,0.443860001,1.492157118,0.899836696,1.611138059,5.4173989,3.266460929
50.844,0.123100358,1.733571762,0.177219484,0.109238836,1.538832876,0.157264222
106.93,0.231062763,1.519122177,0.167286392,0.431230282,2.835772724,0.312204231
146.255,0.807394689,0.32378403,1.560524954,2.061117385,0.826510047,3.984430125
49.29,0.460271993,0.165899465,0.290970843,0.395967989,0.142719194,0.25031645
93.366,0.30998004,0.628649294,0.273191912,0.505131077,1.024452865,0.445181645
77.297,0.209447273,1.153958055,0.102460925,0.282563884,1.557000515,0.138228864
178.585,0.221161385,0.981262258,0.431310783,0.689340513,3.058791709,1.344376353
96.588,1.693444825,1.754553776,1.337971902,2.855604647,2.958714145,2.255934505
238.092,0.22712032,0.852185377,0.332567096,0.943801008,3.541508391,1.381994537
88.134,1.812138751,2.111970524,2.19460063,2.788413269,3.250165372,3.377449067
96.267,0.391968365,0.32055035,0.275470549,0.658586158,0.53858666,0.462842603
142.754,0.348119146,0.971473741,0.420728797,0.867359037,2.420685342,1.048276133
49.461,1.973116794,2.445335312,6.409625418,1.703981135,2.112236205,5.556353982
342.507,0.098218824,1.116855357,0.136712873,0.587140412,6.677267304,0.817254
45.121,0.627020842,7.419509299,0.855600344,0.493804904,5.875818341,0.673843926
202.539,1.042052797,1.555108974,1.087684222,3.684034098,5.498617621,3.845395664
315.343,1.429406412,1.664409597,1.540676179,7.868761866,9.163111275,8.481577256
66.556,0.204645258,2.271545753,0.138961292,0.237721309,2.640059376,0.161420719
90.556,1.063032947,2.890014939,0.051270402,1.680316763,4.571547311,0.081032911
62.554,1.023720923,1.167547314,0.314640885,1.11779008,1.274873403,0.343519958
60.591,0.483404275,1.926771889,0.623568007,0.511218168,2.038353689,0.659456966
147.464,0.051877369,1.024339164,0.126866378,0.133518498,2.636655741,0.326520631
117.35,0.235464776,1.727183419,0.348089979,0.482268454,3.538592076,0.712947131
105.159,0.219526623,1.263442539,0.14882947,0.402914723,2.31926146,0.273157876
207.807,0.298027497,0.846725881,0.093014846,1.080930553,3.071227532,0.337357364
68.226,0.436965306,0.82022863,0,0.520334538,0.976769007,0
66.116,1.037649762,2.608655419,1.360821874,1.197518452,3.012318507,1.570604701
212.337,0.083948628,1.41221392,0.327256636,0.311112142,5.234696315,1.212819664
279.724,0.625066724,0.800869495,0.631511034,3.051762321,3.910183462,3.083227904
112.334,1.735188601,1.393006748,2.722549161,3.403048032,2.731664719,5.341845951
177.391,0.980493108,0.387172475,2.411111595,3.035958929,1.198726302,7.469348595
97.128,0.092885987,0.659299005,0.048657032,0.157460778,1.117695245,0.082483585
95.306,0.809298595,0.695450862,0.913200293,1.346279648,1.156872209,1.519149201
141.19,1.448799901,2.560804822,3.746992756,3.570937833,6.314618263,9.246639164
155.609,1.971254676,1.575398699,1.638938278,5.355823061,4.279687192,4.452389529
78.531,1.000694054,0.932086897,1.342636273,1.371715281,1.277653863,1.840587107
57.49,0.219371687,0.137032367,0.072245072,0.220116386,0.137497139,0.072490006
266.51,0.247356915,0.806156844,0.37093988,1.150582145,3.750067475,1.725442424
425.225,0.419293218,1.755090395,0.43646699,3.111872166,13.02961289,3.239335731
148.533,1.131149469,2.156548741,0.99692671,2.93276149,5.593256715,2.584683572
278.356,0.490626886,0.911462599,0.926015098,2.383635877,4.428467323,4.499184872
94.107,0.728310247,1.218022413,1.004030795,1.196297262,2.000875221,1.649266309
166.352,1.78566227,1.052237964,1.884022316,5.186153401,3.055400817,5.472024128
208.345,0.219339701,0.955637214,0.129709813,0.797590217,3.475311827,0.471665408
161.374,0.673983594,0.574221509,0.36298578,1.898367494,1.617353411,1.022365895
102.906,1.596167623,1.278501828,2.351342716,2.867536357,2.296632507,4.225498027
201.225,0.327989208,1.373103841,1.189537689,1.151923402,4.823317375,4.178302848
207.829,1.041320413,1.666751581,1.870904253,3.777597817,6.047514553,6.788744615
177.316,0.228519739,0.893326345,0.319500434,0.70721476,2.764843978,0.988783583
261.681,1.686278083,1.437195136,1.321124001,7.70378534,6.565327515,6.034900546
69.555,1.862953955,2.772161,0.438784631,2.262355904,3.367931455,0.532679054
137.124,1.090005333,1.223334406,0.944048576,2.608986679,2.928208742,2.259563164
136.387,1.963045979,1.976696487,2.147620726,4.674668257,4.707200394,5.11459664
176.519,0.54833007,1.912306913,0.86771878,1.689367551,5.893695925,2.673505167
92.464,1.0896982,2.484515504,0.614720633,1.758768368,4.012029186,0.992074985
133.616,0.696581619,0.857656678,0.520860839,1.624535635,2.000238336,1.214701321
140.697,0.103741538,1.118972105,0.118304561,0.254750687,2.748126278,0.290512158
185.773,1.276041582,1.086380291,1.552921759,4.138058263,3.522847877,5.036349964
62.845,0.025441087,0.328169929,0.505595728,0.027905113,0.359957835,0.554578165
117.834,1.824433554,3.003199566,2.471073007,3.753382771,6.182016556,5.085140448
208.071,1.505698817,1.310492197,1.468402196,5.469240522,4.759913976,5.333705664
207.559,0.93912584,0.718825323,0.940191278,3.402370641,2.60414458,3.406231324
85.904,1.092841242,3.982342766,1.134584822,1.638703952,5.980390351,1.701314076
134.72,1.148997698,1.322585687,1.198486404,2.702009202,3.110358202,2.818421225
148.471,0.206757684,0.511565272,0.209301663,0.535775122,1.325658303,0.542367444
92.22,1.028828366,1.199005064,1.110256669,1.656121121,1.930131529,1.787229149
146.188,0.686284067,1.661636181,1.186628007,1.751111413,4.240790438,3.028069135
104.231,0.192472442,1.695456907,0.281629109,0.350142205,3.085231924,0.512336517
207.549,1.908080392,1.969020622,1.943245009,6.914412311,7.135415937,7.041937089
146.282,0.535314884,0.625822245,0.935306022,1.366753557,1.597851904,2.38814431
207.675,0.830581828,1.609299657,0.961079267,3.010748198,5.834622108,3.483866704
146.8,0.558666064,0.445388593,0.467850924,1.4314279,1.141172404,1.198727771
201.998,0.765525197,0.722500608,2.209189653,2.699042796,2.547332721,7.792426826
52.492,0.668224483,0.548833388,0.494136454,0.612227118,0.502833605,0.452718404
207.76,0.382286427,0.906037986,0.411231679,1.386227874,3.285654643,1.491191174
158.409,1.32655481,0.821640688,3.555850146,3.668259318,2.2717939,9.843708592
52.636,0.519998077,0.513982815,0.379949658,0.477720532,0.472194032,0.349054041
94.306,1.906015847,2.087536046,1.869057743,3.138364942,3.437501569,3.077467674
253.841,0.988284219,1.602558167,1.136044022,4.378890364,7.101763605,5.033745056
72.955,0.418586615,0.511481095,0.969746896,0.532997895,0.651288714,1.23490145
202.373,1.119308931,0.576241953,2.177644658,3.953986293,2.035398521,7.695310364
61.448,0.452892215,0.330354909,0.571017694,0.485723393,0.354299628,0.612419575
96.099,0.622803903,0.888228538,0.515876623,1.044635227,1.489895304,0.86527433
72.542,0.030271434,1.212568903,0.050036735,0.038326568,1.535458786,0.063351363
85.484,0.307862415,2.268689589,0.07645842,0.459328142,3.386603353,0.114074292
146.119,1.362404069,1.079587668,2.238981838,3.475136386,2.753552586,5.712888829
146.414,1.071554711,0.910639483,1.103710127,2.738577035,2.327249901,2.820776807
186.106,0.464602632,2.09710942,1.414122062,1.509137905,6.814795546,4.594231098
74.66,0.277604036,0.212622947,0.016753998,0.361738329,0.277062329,0.021831513
93.767,0.433396344,1.385162275,0.259465709,0.709285228,2.267319195,0.424629661
52.146,0.393207006,1.32640877,0,0.357870939,1.207406046,0
134.522,0.249109776,1.024806901,0.467573766,0.584876524,2.40635136,1.097818287
66.827,0.404532842,1.376863602,0.266200568,0.471835197,1.606215683,0.310485581
77.518,0.821173944,0.571899492,1.463532661,1.111078709,0.773773873,1.980508973
166.78,0.796278727,1.862809872,2.872649805,2.318005236,5.424290345,8.368895355
132.454,0.795081127,1.289159209,4.269869724,1.838153469,2.980727659,9.889221337
124.683,1.304778572,3.431948652,1.050882666,2.83985725,7.477307212,2.287112582
193.286,0.327735106,0.649592371,0.36443581,1.105618934,2.191478885,1.22943244
94.567,0.348400917,1.515317835,0.560785608,0.575044722,2.50162373,0.925609295
177.207,0.807595379,1.616367997,0.776397162,2.497933248,5.000503294,2.401423537
146.311,0.40119882,0.761844227,0.23026258,1.024521534,1.945566695,0.588003689
95.445,0.670908837,0.716982657,0.127425621,1.117670818,1.194433211,0.212269709
74.071,0.375585812,1.180554365,0.911052231,0.485557844,1.526416432,1.177891955
78.466,0.165423079,1.377568331,0.011707855,0.226545891,1.88692973,0.016033791
165.628,0.740689719,2.733914651,0.624687844,2.141271002,7.909077902,1.805890399
83.81,0.466373219,1.194892551,0.615902558,0.682207365,1.748094997,0.900952603
71.643,0.498741953,2.449444414,0,0.6236458,3.06466783,0
178.394,0.163561917,1.442315512,0.307446876,0.509261661,4.491688546,0.957264301
234.767,0.300196867,0.476596594,0.245829722,1.230055046,1.952879153,1.007282929
115.41,0.189248372,3.94220781,0.706486246,0.381201447,7.953282448,1.423136414
106.665,1.356197441,3.135645047,0.855562424,2.525243981,5.84332559,1.59288084
105.095,0.67813907,0.294323047,0.416560504,1.243937237,0.53986791,0.764091141
159.996,1.670462226,2.292523399,1.760982205,4.66601606,6.405191521,4.919016059
85.7,0.932233679,1.115522682,0.944614228,1.394508945,1.668750753,1.413032084
270.08,0.106098266,1.351338365,0.523757661,0.500125015,6.37110023,2.468949905
94.485,0.85733784,0.410442571,0.877557598,1.413919363,0.676861892,1.447270892
135.283,0.300152737,0.435332097,1.071267111,0.708707248,1.027897096,2.529699741
207.872,0.957181617,0.82537344,0.815124342,3.473026653,2.994703941,2.957512072
52.369,0.667871183,1.176452119,0.457010105,0.610469575,1.075441878,0.41772134
138.785,0.794957796,0.759111828,0.68268059,1.925714229,1.838870171,1.65370487
209.611,0.92114283,1.273913604,0.786615472,3.370201233,4.661256324,2.877936513
146.373,0.792312327,0.425307832,1.226734118,2.024242034,1.086549958,3.134405313
167.248,0.311944055,0.97622792,0.152399627,0.91058251,2.849912682,0.444859868
144.075,0.530450019,0.814665192,0.524911632,1.333898774,2.048681402,1.319970858
166.961,0.583110785,2.179784555,0.628890751,1.699254675,6.35500031,1.832673305
86.368,0.382186865,0.923162771,2.444372273,0.576119306,1.391701503,3.686898436
148.493,0.476827964,0.309174395,0.304705701,1.23581964,0.801292512,0.789710701
146.072,0.293815871,1.007018761,0.462675791,0.749071719,2.567595626,1.17958858
84.401,0.463955172,1.148271732,0.375630142,0.683455862,1.691717271,0.553339427
116.323,0.839275938,3.385979307,2.533937979,1.704036125,6.882294456,5.147806543
45.398,0.641322863,0.203422121,0.717787572,0.508169913,0.161181091,0.568764843
104.796,1.226277342,0.736848925,0.274211881,2.243247008,1.347796958,0.501547025
207.504,1.196579972,0.599647604,1.073287214,4.334197685,2.171779855,3.887501762
72.921,1.074428544,1.346812023,0.249693743,1.36759792,1.714418987,0.317790121
161.03,1.691446407,1.586801612,1.206369766,4.755197853,4.460852356,3.391007798
181.758,1.015480478,1.036951666,1.163195851,3.221721229,3.28985561,3.69048478
94.256,0.190534366,0.278839494,0.248700535,0.313444962,0.45871621,0.409134233
105.143,0.879586403,2.979443034,1.634716769,1.614248377,5.472484322,3.00066916
72.301,0.008356509,0.656771942,0.517550338,0.010544999,0.828810577,0.653109619
91.324,1.427049192,0.914455116,0.961877097,2.275050566,1.457677885,1.533284267
136.627,1.375500773,2.324498879,1.216862828,3.280637035,5.546022237,2.90215651
121.712,0.920274294,1.784193138,1.20529831,1.955083932,3.791342698,2.560762986
193.074,0.170600376,0.716479003,0.41300881,0.574886921,2.414500321,1.391771694
161.926,0.577173189,0.62960646,0.627211682,1.631228479,1.779428786,1.772659988
207.464,0.841596182,0.788208942,0.793433887,3.047579941,2.854229366,2.873152129
196.989,0.364579356,1.318753374,0.559359282,1.253479622,4.534815552,1.923197962
144.622,0.727341283,0.821388706,1.827189308,1.83600263,2.073433978,4.613627607
67.648,0.895610736,0.826035364,0.548256211,1.057516113,0.975351285,0.647335083
90.712,1.928177636,0.562529216,3.44543309,3.053888276,0.89063785,5.461473853
94.396,0.461653346,0.940713832,0.297522328,0.760600042,1.549985072,0.490178689
94.595,0.467647657,0.373381419,2.244684678,0.772100717,0.616459285,3.707858592
192.036,0.611536818,0.990389688,0.679035578,2.049741623,3.319780625,2.276003274
149.151,0.617088624,1.716512093,0.85178245,1.606452432,4.469720455,2.217503024
167.181,0.51031879,0.872335353,0.37359506,1.489077599,2.545548164,1.090113119
146.246,1.367690475,1.659829637,1.712028536,3.491657894,4.237857936,4.371209714
51.787,0.996646276,2.804922468,0.738042168,0.900913251,2.537266704,0.667119013
94.495,0.529617212,0.654780717,0.529557761,0.87349547,1.079943376,0.873397412
81.959,1.045513296,0.768508208,2.354180779,1.495725114,1.099381879,3.369444615
105.083,0.827205702,2.170891119,1.00541038,1.517237353,3.983416934,1.844156504
230.815,0.601317996,0.705644833,1.146586696,2.422487494,2.842821038,4.619620224
81.34,1.815062034,2.962102936,2.213234831,2.577616604,4.208902264,3.14358434
147.863,0.801772089,1.642178281,1.210106127,2.069265245,4.23912408,3.123380702
141.765,0.11614394,0.522126221,0.093020327,0.287371398,1.291914925,0.230157236
70.431,0.909034647,1.88454358,2.244406224,1.117527195,2.317416317,2.760354773
80.81,1.316890865,2.743679084,1.954656029,1.857670752,3.872647103,2.757917988
85.238,0.584772803,2.033355639,1.484681436,0.869987203,3.026260721,2.209230936
74.988,1.025546752,0.551644656,1.379652281,1.342366128,0.72200794,1.806020729
99.54,0.210473734,0.65922885,0.367549942,0.365657817,1.145329307,0.638553544
104.802,0.650704185,2.374040564,1.796054578,1.190280203,4.344939283,3.286311693
208.136,0.165844212,0.531033203,0.178602115,0.602457069,1.929117514,0.648802591
147.999,0.141145986,0.536421539,1.25039586,0.364590676,1.385654785,3.230372689
207.754,1.474717105,0.73959694,1.467932547,5.348492582,2.681921058,5.323875604
123.691,0.863324115,2.516929049,0.367815667,1.863898289,5.437082519,0.794056962
141.236,1.286341027,1.573085316,1.313375797,3.171406226,3.878682206,3.238082146
83.452,1.344692135,0.856333821,1.451478444,1.958920133,1.247353508,2.114548382
294.773,1.585933927,2.333541248,4.893005192,8.1613329,12.01215079,25.23470985
100.808,0.668234334,0.54246774,0.356920957,1.175765855,0.954463356,0.627986102
85.028,1.028660804,1.322659839,0.930229916,1.52671576,1.963200491,1.380599765
128.311,0.141921594,0.959024201,0.09492352,0.317826882,2.14788678,0.212576616
58.652,0.030587674,0.331332285,0.009229033,0.031311703,0.339178871,0.009447489
142.689,0.193285159,0.538559945,0.416394986,0.481357806,1.341265343,1.037005356
89.624,0.521214686,1.868888348,0.726766038,0.815324166,2.924415707,1.13689304
75.163,0.128332384,1.364620371,0.467200901,0.16835207,1.79050465,0.612907267
144.388,1.148581305,2.238632536,1.078746862,2.894865514,5.644329439,2.71881298
139.713,1.918431888,1.894078386,2.075059464,4.679752768,4.620302142,5.062146044
50.186,0.090442106,4.779490912,0,0.079219295,4.196145902,0
208.031,0.653777397,0.894771103,0.607145838,2.37385493,3.24902222,2.204523349
170.228,0.878819679,0.957394971,3.112089741,2.611212389,2.844722639,9.255243792
59.801,0.745450316,0.615633955,0.57601507,0.778088547,0.642576876,0.601221207
105.523,1.746735243,2.234921379,2.042082273,3.218000859,4.118196723,3.762544799
49.255,0.703631181,0.19965822,1.933077784,0.604915345,0.171639264,1.662424188
107.068,0.947075995,0.635681842,0.822962742,1.769951814,1.187940487,1.537967291
105.041,0.852584486,0.87195571,0.37773041,1.563168149,1.598689677,0.692507462
85.389,0.239547628,0.153079267,0.817716881,0.357004509,0.228137513,1.218741912
89.707,0.368106471,1.087848322,0,0.576345794,1.703429788,0
146.485,1.358539432,0.8492283,1.117128884,3.473954855,2.171334764,2.856464572
82.165,0.602301605,0.010922906,0.054296545,0.863762301,0.015663991,0.077863971
134.039,0.610764101,1.453913859,0.499811041,1.428889023,3.402048134,1.169298543
52.99,0.634844656,1.035696669,0.788336218,0.58716009,0.957968376,0.72913874
275.359,0.389372618,1.334964411,0.284488814,1.871322916,6.41689495,1.367242049
87.294,1.38720804,0.996299162,0.816309661,2.113918455,1.518082249,1.243787205
112.803,1.819571604,4.389646148,4.745672025,3.583547814,8.659212908,9.364626861
95.681,0.884996747,0.687278403,0.84055971,1.478016519,1.147774575,1.403792123
91.442,0.663744614,1.963786291,1.014790839,1.059359881,3.135360018,1.619738993
91.303,1.628585015,5.737688055,0.986749619,2.595911199,9.173910613,1.572578459
87.469,0.911168728,1.344375516,0.980473803,1.39112754,2.052730021,1.496959045
131.832,0.306197339,0.764968523,0.314546103,0.704536919,1.760222547,0.723747172
91.181,0.945521918,1.19020662,0.760940231,1.504848381,1.894377623,1.21103808
207.886,0.370840471,1.003598691,1.418199025,1.345537477,3.641724732,5.146695797
186.921,0.427014718,1.200001048,0.39774771,1.393113013,3.915440208,1.29762776
94.226,0.742137688,0.280726647,0.676325148,1.22055372,0.461673808,1.11230485
94.527,1.639842913,0.981870635,1.826803788,2.706163895,1.620056013,3.014896066
50.858,0.244252841,0.710038947,0.153208061,0.216809796,0.630290918,0.135993859
94.196,0.585037154,0.200201269,0.382542585,0.96185226,0.329138301,0.628920962
